date,season,away,home,market_total,actual_total,direction,agreement,hit,profit
2025-11-23,2025-26,POR,OKC,233.5,217,UNDER,6,True,0.9
2025-11-24,2025-26,POR,MIL,230.5,218,UNDER,4,True,0.9
2025-11-25,2025-26,LAC,LAL,227.5,253,UNDER,4,False,-1.0
2025-11-26,2025-26,PHX,SAC,233.5,212,UNDER,2,True,0.9
2025-11-28,2025-26,WAS,IND,240.5,205,UNDER,2,True,0.9
2025-11-28,2025-26,PHX,OKC,223.5,242,OVER,2,True,0.9
2025-11-29,2025-26,BOS,MIN,229.5,234,UNDER,4,False,-1.0
2025-11-29,2025-26,DAL,LAC,224.5,224,UNDER,4,True,0.9
2025-11-30,2025-26,OKC,POR,233.5,238,UNDER,4,False,-1.0
2025-11-30,2025-26,MEM,SAC,233.5,222,UNDER,2,True,0.9
2025-12-01,2025-26,CLE,IND,231.5,254,OVER,2,True,0.9
2025-12-01,2025-26,CHA,BKN,228.5,219,UNDER,2,True,0.9
2025-12-02,2025-26,MIN,NOP,230.5,291,OVER,2,True,0.9
2025-12-02,2025-26,OKC,GSW,223.5,236,OVER,6,True,0.9
2025-12-03,2025-26,LAC,ATL,225.5,207,UNDER,6,True,0.9
2025-12-03,2025-26,DET,MIL,228.5,222,OVER,4,False,-1.0
2025-12-04,2025-26,UTA,BKN,231.5,233,OVER,2,True,0.9
2025-12-04,2025-26,MIN,NOP,232.5,241,OVER,2,True,0.9
2025-12-06,2025-26,GSW,CLE,229.5,193,UNDER,2,True,0.9
2025-12-07,2025-26,GSW,CHI,229.5,214,OVER,2,False,-1.0
2025-12-07,2025-26,OKC,UTA,232.5,232,UNDER,4,True,0.9
2025-12-08,2025-26,SAC,IND,231.5,221,UNDER,4,True,0.9
2025-12-08,2025-26,PHX,MIN,226.5,213,UNDER,2,True,0.9
2025-12-09,2025-26,MIA,ORL,235.5,225,UNDER,1,True,0.9
2025-12-10,2025-26,PHX,OKC,221.5,227,OVER,2,True,0.9
2025-12-11,2025-26,LAC,HOU,221.5,228,OVER,2,True,0.9
2025-12-12,2025-26,IND,PHI,221.5,220,UNDER,2,True,0.9
2025-12-12,2025-26,MIN,GSW,228.5,247,OVER,8,True,0.9
2025-12-13,2025-26,NYK,ORL,225.5,252,OVER,4,True,0.9
2025-12-13,2025-26,SAS,OKC,232.5,220,UNDER,6,True,0.9
2025-12-14,2025-26,CHA,CLE,233.5,230,UNDER,4,True,0.9
2025-12-14,2025-26,MIL,BKN,215.5,209,UNDER,2,True,0.9
2025-12-14,2025-26,GSW,POR,237.5,267,OVER,4,True,0.9
2025-12-15,2025-26,TOR,MIA,234.5,202,UNDER,2,True,0.9
2025-12-15,2025-26,DAL,UTA,241.5,273,UNDER,1,False,-1.0
2025-12-17,2025-26,MEM,MIN,226.5,226,UNDER,4,True,0.9
2025-12-18,2025-26,ATL,CHA,246.5,259,UNDER,1,False,-1.0
2025-12-18,2025-26,LAC,OKC,221.5,223,OVER,2,True,0.9
2025-12-18,2025-26,TOR,MIL,218.5,216,UNDER,8,True,0.9
2025-12-18,2025-26,DET,DAL,232.5,230,UNDER,4,True,0.9
2025-12-19,2025-26,MIA,BOS,230.5,245,UNDER,4,False,-1.0
2025-12-20,2025-26,BOS,TOR,216.5,208,UNDER,4,True,0.9
2025-12-20,2025-26,POR,SAC,229.5,191,UNDER,2,True,0.9
2025-12-21,2025-26,TOR,BKN,216.5,177,UNDER,4,True,0.9
2025-12-21,2025-26,HOU,SAC,229.5,249,OVER,2,True,0.9
2025-12-22,2025-26,IND,BOS,231.5,198,UNDER,4,True,0.9
2025-12-22,2025-26,MEM,OKC,233.5,222,UNDER,6,True,0.9
2025-12-23,2025-26,MIL,IND,216.5,205,UNDER,2,True,0.9
2025-12-23,2025-26,TOR,MIA,227.5,203,UNDER,2,True,0.9
2025-12-23,2025-26,DEN,DAL,234.5,261,UNDER,2,False,-1.0
2025-12-23,2025-26,ORL,POR,232.5,216,UNDER,2,True,0.9
2025-12-23,2025-26,HOU,LAC,216.5,236,OVER,2,True,0.9
2025-12-25,2025-26,MIN,DEN,232.5,280,UNDER,4,False,-1.0
2025-12-26,2025-26,TOR,WAS,222.5,255,UNDER,2,False,-1.0
2025-12-26,2025-26,BOS,IND,230.5,262,OVER,2,True,0.9
2025-12-26,2025-26,LAC,POR,228.5,222,UNDER,6,True,0.9
2025-12-27,2025-26,BKN,MIN,225.5,230,UNDER,2,False,-1.0
2025-12-27,2025-26,CLE,HOU,230.5,217,UNDER,2,True,0.9
2025-12-27,2025-26,IND,MIA,237.5,258,OVER,2,True,0.9
2025-12-27,2025-26,NYK,ATL,242.5,253,OVER,2,True,0.9
2025-12-28,2025-26,PHI,OKC,230.5,233,UNDER,6,False,-1.0
2025-12-28,2025-26,DET,LAC,228.5,211,UNDER,4,True,0.9
2025-12-29,2025-26,MIL,CHA,226.5,236,OVER,8,True,0.9
2025-12-29,2025-26,DEN,MIA,247.5,270,UNDER,1,False,-1.0
2025-12-30,2025-26,DET,LAL,237.5,234,UNDER,4,True,0.9
2025-12-30,2025-26,SAC,LAC,216.5,221,OVER,2,True,0.9
2025-12-31,2025-26,MIN,ATL,248.5,228,OVER,2,False,-1.0
2025-12-31,2025-26,POR,OKC,230.5,219,UNDER,6,True,0.9
2026-01-01,2025-26,PHI,DAL,231.5,231,UNDER,4,True,0.9
2026-01-01,2025-26,UTA,LAC,224.5,219,OVER,2,False,-1.0
2026-01-02,2025-26,SAS,IND,241.5,236,UNDER,2,True,0.9
2026-01-02,2025-26,OKC,GSW,220.5,225,OVER,6,True,0.9
2026-01-03,2025-26,PHI,NYK,226.5,249,OVER,2,True,0.9
2026-01-03,2025-26,CHA,CHI,244.5,211,UNDER,1,True,0.9
2026-01-03,2025-26,HOU,DAL,227.5,214,OVER,4,False,-1.0
2026-01-03,2025-26,BOS,LAC,220.5,261,OVER,4,True,0.9
2026-01-04,2025-26,OKC,PHX,229.5,213,UNDER,2,True,0.9
2026-01-04,2025-26,MIL,SAC,221.5,213,UNDER,2,True,0.9
2026-01-05,2025-26,ATL,TOR,237.5,218,UNDER,4,True,0.9
2026-01-06,2025-26,CLE,IND,236.5,236,OVER,2,False,-1.0
2026-01-06,2025-26,DAL,SAC,233.5,198,UNDER,2,True,0.9
2026-01-07,2025-26,DEN,BOS,231.5,224,UNDER,4,True,0.9
2026-01-07,2025-26,TOR,CHA,229.5,193,UNDER,2,True,0.9
2026-01-07,2025-26,MIL,GSW,228.5,233,OVER,8,True,0.9
