date,season,away,home,market_total,actual_total,direction,agreement,hit,profit
2021-11-22,2021-22,MIN,NOP,213.5,206,OVER,6,False,-1.0
2021-11-23,2021-22,LAL,NYK,214.5,206,UNDER,1,True,0.9
2021-11-24,2021-22,Charlotte Bobcats,ORL,219.5,205,UNDER,6,True,0.9
2021-11-24,2021-22,ATL,SAS,221.5,230,OVER,4,True,0.9
2021-11-26,2021-22,PHX,NYK,216.5,215,UNDER,1,True,0.9
2021-11-26,2021-22,CHI,ORL,213.5,211,UNDER,2,True,0.9
2021-11-26,2021-22,ATL,MEM,224.5,232,OVER,4,True,0.9
2021-11-26,2021-22,TOR,IND,213.5,211,UNDER,1,True,0.9
2021-11-26,2021-22,MIL,DEN,213.5,229,UNDER,4,False,-1.0
2021-11-26,2021-22,SAC,LAL,224.5,278,OVER,4,True,0.9
2021-11-27,2021-22,PHX,BKN,219.0,220,UNDER,1,False,-1.0
2021-11-28,2021-22,MIL,IND,217.5,218,UNDER,4,False,-1.0
2021-11-28,2021-22,DET,LAL,216.5,216,UNDER,4,True,0.9
2021-11-29,2021-22,IND,MIN,218.0,198,UNDER,1,True,0.9
2021-11-29,2021-22,NOP,LAC,211.0,227,OVER,2,True,0.9
2021-11-30,2021-22,MEM,TOR,219.5,189,UNDER,5,True,0.9
2021-11-30,2021-22,DET,POR,216.0,202,UNDER,4,True,0.9
2021-12-01,2021-22,MIN,WAS,216.5,222,OVER,6,True,0.9
2021-12-01,2021-22,HOU,OKC,211.5,224,UNDER,4,False,-1.0
2021-12-01,2021-22,SAC,LAC,215.5,239,OVER,2,True,0.9
2021-12-02,2021-22,MIL,TOR,213.5,190,UNDER,6,True,0.9
2021-12-02,2021-22,SAS,POR,221.5,197,OVER,2,False,-1.0
2021-12-03,2021-22,ORL,HOU,216.0,234,OVER,4,True,0.9
2021-12-06,2021-22,MEM,MIA,215.5,195,OVER,4,False,-1.0
2021-12-07,2021-22,NYK,SAS,212.5,230,OVER,4,True,0.9
2021-12-10,2021-22,BOS,PHX,216.5,201,UNDER,2,True,0.9
2021-12-11,2021-22,GSW,PHI,212.5,195,UNDER,2,True,0.9
2021-12-12,2021-22,MIL,NYK,215.5,209,UNDER,4,True,0.9
2021-12-12,2021-22,MIN,POR,219.0,227,OVER,6,True,0.9
2021-12-13,2021-22,GSW,IND,213.5,202,UNDER,2,True,0.9
2021-12-13,2021-22,HOU,ATL,225.5,258,OVER,8,True,0.9
2021-12-14,2021-22,GSW,NYK,211.5,201,UNDER,2,True,0.9
2021-12-15,2021-22,IND,MIL,217.0,213,UNDER,2,True,0.9
2021-12-17,2021-22,GSW,BOS,214.5,218,UNDER,2,False,-1.0
2021-12-17,2021-22,Charlotte Bobcats,POR,228.0,241,OVER,4,True,0.9
2021-12-17,2021-22,MEM,SAC,225.5,229,OVER,4,True,0.9
2021-12-18,2021-22,HOU,DET,215.0,223,UNDER,4,False,-1.0
2021-12-18,2021-22,CLE,MIL,214.0,209,UNDER,2,True,0.9
2021-12-19,2021-22,SAS,SAC,226.0,235,OVER,2,True,0.9
2021-12-20,2021-22,SAC,GSW,223.5,211,OVER,4,False,-1.0
2021-12-21,2021-22,POR,NOP,219.0,208,UNDER,2,True,0.9
2021-12-21,2021-22,MIN,DAL,212.5,216,OVER,6,True,0.9
2021-12-21,2021-22,PHX,LAL,218.5,198,UNDER,8,True,0.9
2021-12-22,2021-22,ORL,ATL,211.5,202,OVER,2,False,-1.0
2021-12-22,2021-22,DEN,OKC,215.5,202,UNDER,4,True,0.9
2021-12-23,2021-22,MIL,DAL,215.5,197,UNDER,2,True,0.9
2021-12-26,2021-22,MEM,SAC,226.5,229,OVER,4,True,0.9
2021-12-27,2021-22,BOS,MIN,218.5,211,UNDER,2,True,0.9
2021-12-27,2021-22,UTA,SAS,228.5,214,UNDER,2,True,0.9
2021-12-27,2021-22,BKN,LAC,216.5,232,OVER,8,True,0.9
2021-12-29,2021-22,UTA,POR,230.0,225,OVER,2,False,-1.0
2021-12-31,2021-22,SAS,MEM,224.5,223,OVER,2,False,-1.0
2022-01-01,2021-22,SAS,DET,222.5,233,OVER,2,True,0.9
2022-01-01,2021-22,LAC,BKN,213.5,236,OVER,2,True,0.9
2022-01-01,2021-22,DEN,HOU,222.5,235,OVER,2,True,0.9
2022-01-02,2021-22,ORL,BOS,213.5,227,OVER,8,True,0.9
2022-01-02,2021-22,MIA,SAC,221.5,228,UNDER,2,False,-1.0
2022-01-03,2021-22,DET,MIL,226.0,221,OVER,1,False,-1.0
2022-01-03,2021-22,UTA,NOP,226.0,219,OVER,1,False,-1.0
2022-01-03,2021-22,ATL,POR,226.0,267,OVER,4,True,0.9
2022-01-04,2021-22,SAC,LAL,228.5,236,UNDER,4,False,-1.0
2022-01-05,2021-22,BKN,IND,217.5,250,OVER,8,True,0.9
2022-01-05,2021-22,OKC,MIN,210.5,188,UNDER,2,True,0.9
2022-01-05,2021-22,ATL,SAC,229.5,210,OVER,8,False,-1.0
2022-01-06,2021-22,LAC,PHX,216.5,195,OVER,2,False,-1.0
2022-01-07,2021-22,MIL,BKN,229.5,230,OVER,8,True,0.9
2022-01-07,2021-22,ATL,LAL,225.5,252,OVER,6,True,0.9
2022-01-08,2021-22,ORL,DET,210.0,189,UNDER,4,True,0.9
2022-01-09,2021-22,MIN,HOU,232.0,264,OVER,2,True,0.9
2022-01-09,2021-22,MEM,LAL,226.5,246,OVER,2,True,0.9
2022-01-10,2021-22,UTA,DET,223.0,242,OVER,2,True,0.9
2022-01-10,2021-22,PHI,HOU,226.5,202,UNDER,2,True,0.9
2022-01-10,2021-22,BKN,POR,227.5,222,UNDER,2,True,0.9
2022-01-12,2021-22,MIA,ATL,221.0,206,UNDER,2,True,0.9
2022-01-15,2021-22,TOR,MIL,221.5,199,UNDER,2,True,0.9
2022-01-15,2021-22,LAL,DEN,221.5,229,OVER,6,True,0.9
2022-01-16,2021-22,UTA,DEN,223.5,227,OVER,4,True,0.9
2022-01-17,2021-22,CHI,MEM,224.0,225,OVER,2,True,0.9
2022-01-17,2021-22,MIL,ATL,229.0,235,OVER,8,True,0.9
2022-01-17,2021-22,POR,ORL,214.0,186,UNDER,2,True,0.9
2022-01-17,2021-22,PHX,SAS,223.5,228,OVER,4,True,0.9
2022-01-18,2021-22,MIN,NYK,212.5,222,OVER,6,True,0.9
2022-01-19,2021-22,ORL,PHI,211.5,233,UNDER,6,False,-1.0
2022-01-19,2021-22,POR,MIA,215.5,196,UNDER,4,True,0.9
2022-01-19,2021-22,MIN,ATL,233.0,256,UNDER,2,False,-1.0
2022-01-19,2021-22,MEM,MIL,225.5,240,OVER,8,True,0.9
2022-01-19,2021-22,DET,SAC,220.5,264,OVER,2,True,0.9
2022-01-21,2021-22,HOU,GSW,226.0,208,OVER,8,False,-1.0
2022-01-23,2021-22,LAL,MIA,216.5,220,OVER,4,True,0.9
2022-01-23,2021-22,ATL,Charlotte Bobcats,236.5,204,UNDER,4,True,0.9
2022-01-24,2021-22,UTA,PHX,222.5,224,OVER,2,True,0.9
2022-01-25,2021-22,DAL,GSW,212.0,222,UNDER,2,False,-1.0
2022-01-25,2021-22,MIN,POR,227.5,216,OVER,4,False,-1.0
2022-01-26,2021-22,MIL,CLE,217.5,214,UNDER,4,True,0.9
2022-01-26,2021-22,SAC,ATL,233.0,225,OVER,2,False,-1.0
2022-01-27,2021-22,MIN,GSW,228.0,239,OVER,8,True,0.9
2022-01-28,2021-22,DET,ORL,211.0,222,OVER,4,True,0.9
2022-01-28,2021-22,POR,HOU,232.5,235,UNDER,2,False,-1.0
2022-01-28,2021-22,CHI,SAS,228.0,253,OVER,4,True,0.9
2022-01-29,2021-22,BOS,NOP,213.5,204,UNDER,2,True,0.9
2022-01-29,2021-22,WAS,MEM,227.0,210,UNDER,2,True,0.9
2022-01-30,2021-22,LAC,Charlotte Bobcats,225.0,205,UNDER,4,True,0.9
2022-01-30,2021-22,POR,CHI,229.0,246,OVER,4,True,0.9
2022-01-30,2021-22,DEN,MIL,227.0,236,OVER,4,True,0.9
2022-01-30,2021-22,DAL,ORL,213.0,218,UNDER,6,False,-1.0
2022-01-30,2021-22,SAS,PHX,232.0,225,UNDER,2,True,0.9
2022-01-31,2021-22,POR,OKC,218.5,179,UNDER,4,True,0.9
2022-02-01,2021-22,NOP,DET,214.5,212,UNDER,4,True,0.9
2022-02-02,2021-22,ORL,IND,219.5,237,OVER,2,True,0.9
2022-02-02,2021-22,Charlotte Bobcats,BOS,220.5,220,OVER,4,False,-1.0
2022-02-03,2021-22,MIN,DET,225.5,245,OVER,4,True,0.9
2022-02-03,2021-22,SAC,GSW,221.0,240,OVER,4,True,0.9
2022-02-03,2021-22,MIA,SAS,220.5,207,UNDER,2,True,0.9
2022-02-04,2021-22,BKN,UTA,228.5,227,UNDER,2,True,0.9
2022-02-05,2021-22,NYK,LAL,213.0,237,OVER,4,True,0.9
2022-02-06,2021-22,DET,MIN,229.5,223,OVER,1,False,-1.0
2022-02-06,2021-22,BOS,ORL,216.0,199,UNDER,6,True,0.9
2022-02-06,2021-22,MIL,LAC,227.0,250,OVER,4,True,0.9
2022-02-07,2021-22,TOR,Charlotte Bobcats,225.5,217,UNDER,2,True,0.9
2022-02-08,2021-22,BOS,BKN,216.5,217,UNDER,2,False,-1.0
2022-02-08,2021-22,LAC,MEM,228.0,244,UNDER,6,False,-1.0
2022-02-09,2021-22,TOR,OKC,210.0,215,OVER,8,True,0.9
2022-02-10,2021-22,BKN,WAS,218.5,225,OVER,8,True,0.9
2022-02-12,2021-22,SAS,NOP,225.0,238,OVER,2,True,0.9
2022-02-12,2021-22,SAC,WAS,221.5,233,OVER,4,True,0.9
2022-02-13,2021-22,ATL,BOS,220.5,200,UNDER,8,True,0.9
2022-02-14,2021-22,ORL,DEN,225.0,232,OVER,6,True,0.9
2022-02-14,2021-22,HOU,UTA,229.5,236,OVER,8,True,0.9
2022-02-16,2021-22,ATL,ORL,227.5,239,OVER,4,True,0.9
2022-02-16,2021-22,BKN,NYK,217.5,217,OVER,8,False,-1.0
2022-02-16,2021-22,DET,BOS,215.5,223,OVER,4,True,0.9
2022-02-17,2021-22,PHI,MIL,223.0,243,OVER,2,True,0.9
2022-02-17,2021-22,HOU,LAC,228.5,253,OVER,4,True,0.9
2022-02-25,2021-22,TOR,Charlotte Bobcats,225.5,218,UNDER,2,True,0.9
2022-02-26,2021-22,TOR,ATL,225.5,227,OVER,4,True,0.9
2022-02-27,2021-22,UTA,PHX,227.5,232,OVER,4,True,0.9
2022-02-27,2021-22,LAC,HOU,229.5,197,UNDER,4,True,0.9
2022-02-27,2021-22,DAL,GSW,219.5,208,UNDER,2,True,0.9
2022-02-28,2021-22,SAS,MEM,234.5,223,UNDER,2,True,0.9
2022-03-01,2021-22,ATL,BOS,222.5,205,UNDER,8,True,0.9
2022-03-01,2021-22,LAC,HOU,228.5,213,UNDER,4,True,0.9
2022-03-02,2021-22,IND,ORL,231.5,236,OVER,4,True,0.9
2022-03-02,2021-22,MIA,MIL,227.0,239,OVER,4,True,0.9
2022-03-02,2021-22,SAC,NOP,232.5,220,UNDER,4,True,0.9
2022-03-02,2021-22,OKC,DEN,225.5,226,OVER,8,True,0.9
2022-03-03,2021-22,DET,TOR,216.5,214,UNDER,4,True,0.9
2022-03-03,2021-22,MEM,BOS,224.0,227,OVER,4,True,0.9
2022-03-04,2021-22,IND,DET,230.5,217,OVER,2,False,-1.0
2022-03-04,2021-22,UTA,NOP,226.5,214,OVER,2,False,-1.0
2022-03-05,2021-22,POR,MIN,232.5,256,OVER,2,True,0.9
2022-03-06,2021-22,BKN,BOS,224.5,246,OVER,4,True,0.9
2022-03-06,2021-22,IND,WAS,227.5,256,OVER,2,True,0.9
2022-03-06,2021-22,UTA,OKC,223.5,219,OVER,4,False,-1.0
2022-03-07,2021-22,HOU,MIA,226.0,229,OVER,4,True,0.9
2022-03-07,2021-22,NYK,SAC,228.5,246,OVER,4,True,0.9
2022-03-08,2021-22,NOP,MEM,231.0,243,UNDER,8,False,-1.0
2022-03-08,2021-22,MIL,OKC,230.5,257,UNDER,6,False,-1.0
2022-03-09,2021-22,BOS,Charlotte Bobcats,227.0,216,UNDER,4,True,0.9
2022-03-09,2021-22,PHX,MIA,215.5,201,UNDER,4,True,0.9
2022-03-09,2021-22,OKC,MIN,230.0,234,OVER,2,True,0.9
2022-03-09,2021-22,TOR,SAS,227.5,223,UNDER,2,True,0.9
2022-03-09,2021-22,DEN,SAC,237.0,206,UNDER,2,True,0.9
2022-03-10,2021-22,GSW,DEN,222.5,215,OVER,4,False,-1.0
2022-03-11,2021-22,DET,BOS,215.0,217,OVER,8,True,0.9
2022-03-11,2021-22,LAC,ATL,227.5,218,UNDER,4,True,0.9
2022-03-11,2021-22,DAL,HOU,225.5,213,UNDER,2,True,0.9
2022-03-11,2021-22,UTA,SAS,230.0,206,OVER,2,False,-1.0
2022-03-12,2021-22,MIN,MIA,225.5,217,UNDER,2,True,0.9
2022-03-12,2021-22,MIL,GSW,230.5,231,UNDER,4,False,-1.0
2022-03-13,2021-22,PHI,ORL,223.0,230,OVER,1,True,0.9
2022-03-13,2021-22,MEM,OKC,229.5,243,OVER,2,True,0.9
2022-03-14,2021-22,LAC,CLE,211.5,231,UNDER,1,False,-1.0
2022-03-14,2021-22,WAS,GSW,226.0,238,OVER,2,True,0.9
2022-03-14,2021-22,MIL,UTA,236.0,228,UNDER,2,True,0.9
2022-03-15,2021-22,MEM,IND,233.0,237,OVER,2,True,0.9
2022-03-16,2021-22,ATL,Charlotte Bobcats,237.5,222,UNDER,4,True,0.9
2022-03-18,2021-22,POR,BKN,225.5,251,OVER,2,True,0.9
2022-03-18,2021-22,LAC,UTA,220.0,213,OVER,2,False,-1.0
2022-03-20,2021-22,PHX,SAC,231.5,251,OVER,4,True,0.9
2022-03-20,2021-22,BOS,DEN,221.5,228,OVER,6,True,0.9
2022-03-20,2021-22,SAS,GSW,229.0,218,OVER,8,False,-1.0
2022-03-20,2021-22,TOR,PHI,223.5,181,UNDER,2,True,0.9
2022-03-21,2021-22,POR,DET,224.0,234,OVER,4,True,0.9
2022-03-21,2021-22,NOP,Charlotte Bobcats,234.5,209,UNDER,4,True,0.9
2022-03-21,2021-22,WAS,HOU,234.5,212,UNDER,4,True,0.9
2022-03-21,2021-22,MIN,DAL,230.0,218,UNDER,8,True,0.9
2022-03-22,2021-22,GSW,ORL,218.5,184,UNDER,2,True,0.9
2022-03-22,2021-22,ATL,NYK,226.0,228,OVER,6,True,0.9
2022-03-22,2021-22,LAC,DEN,223.0,242,OVER,2,True,0.9
2022-03-23,2021-22,SAC,IND,238.0,219,UNDER,4,True,0.9
2022-03-23,2021-22,GSW,MIA,215.0,222,UNDER,4,False,-1.0
2022-03-23,2021-22,BKN,MEM,236.5,252,UNDER,1,False,-1.0
2022-03-23,2021-22,UTA,BOS,221.5,222,OVER,4,True,0.9
2022-03-23,2021-22,HOU,DAL,227.0,201,OVER,8,False,-1.0
2022-03-23,2021-22,PHI,LAL,228.5,247,OVER,4,True,0.9
2022-03-24,2021-22,CLE,TOR,214.0,221,UNDER,4,False,-1.0
2022-03-24,2021-22,CHI,NOP,228.5,235,OVER,4,True,0.9
2022-03-25,2021-22,WAS,DET,219.0,197,UNDER,4,True,0.9
2022-03-26,2021-22,OKC,DEN,225.5,220,OVER,8,False,-1.0
2022-03-26,2021-22,HOU,POR,232.0,213,UNDER,2,True,0.9
2022-03-27,2021-22,MIN,BOS,227.0,246,OVER,4,True,0.9
2022-03-28,2021-22,SAC,MIA,220.0,223,OVER,1,True,0.9
2022-03-28,2021-22,GSW,MEM,225.0,218,UNDER,2,True,0.9
2022-03-28,2021-22,OKC,POR,223.0,265,OVER,4,True,0.9
2022-03-29,2021-22,MIL,PHI,226.5,234,OVER,8,True,0.9
2022-03-30,2021-22,ATL,OKC,229.5,254,OVER,2,True,0.9
2022-03-30,2021-22,PHX,GSW,225.5,210,OVER,8,False,-1.0
2022-03-31,2021-22,MIL,BKN,238.0,239,UNDER,2,False,-1.0
2022-04-01,2021-22,TOR,ORL,218.5,191,UNDER,2,True,0.9
2022-04-01,2021-22,IND,BOS,221.5,251,UNDER,4,False,-1.0
2022-04-01,2021-22,SAC,HOU,231.5,239,UNDER,2,False,-1.0
2022-04-01,2021-22,DET,OKC,219.5,211,UNDER,4,True,0.9
2022-04-01,2021-22,PHX,MEM,227.5,236,UNDER,2,False,-1.0
2022-04-02,2021-22,BKN,ATL,242.5,237,UNDER,1,True,0.9
2022-04-02,2021-22,MIA,CHI,220.0,236,UNDER,2,False,-1.0
2022-04-03,2021-22,DAL,MIL,227.5,230,OVER,8,True,0.9
2022-04-03,2021-22,WAS,BOS,220.5,246,UNDER,4,False,-1.0
2022-04-03,2021-22,PHI,CLE,227.5,220,OVER,4,False,-1.0
2022-04-03,2021-22,GSW,SAC,224.0,199,UNDER,2,True,0.9
2022-04-05,2021-22,CLE,ORL,214.5,235,UNDER,2,False,-1.0
2022-04-05,2021-22,WAS,MIN,233.5,246,OVER,2,True,0.9
2022-04-05,2021-22,MIL,CHI,228.5,233,OVER,8,True,0.9
2022-04-06,2021-22,PHX,LAC,228.0,222,UNDER,2,True,0.9
2022-04-07,2021-22,ORL,Charlotte Bobcats,227.0,229,OVER,2,True,0.9
2022-04-07,2021-22,BOS,MIL,226.5,248,OVER,4,True,0.9
2022-04-07,2021-22,LAL,GSW,224.0,240,OVER,5,True,0.9
2022-04-08,2021-22,MIL,DET,228.5,232,OVER,2,True,0.9
2022-04-08,2021-22,HOU,TOR,228.5,232,OVER,8,True,0.9
2022-04-08,2021-22,POR,DAL,221.0,206,OVER,2,False,-1.0
2022-04-08,2021-22,PHX,UTA,226.5,216,OVER,4,False,-1.0
2022-04-10,2021-22,BOS,MEM,227.5,249,UNDER,4,False,-1.0
2022-04-10,2021-22,TOR,NYK,225.5,199,OVER,4,False,-1.0
2022-04-10,2021-22,OKC,LAC,220.5,226,OVER,1,True,0.9
2022-04-15,2021-22,ATL,CLE,226.0,208,OVER,6,False,-1.0
2022-04-16,2021-22,DEN,GSW,225.5,230,OVER,8,True,0.9
2022-04-17,2021-22,CHI,MIL,229.5,179,OVER,4,False,-1.0
2022-04-18,2021-22,TOR,PHI,220.5,209,UNDER,2,True,0.9
2022-04-18,2021-22,DEN,GSW,224.5,232,OVER,2,True,0.9
2022-04-19,2021-22,ATL,MIA,217.0,220,UNDER,1,False,-1.0
2022-04-19,2021-22,NOP,PHX,222.5,239,OVER,1,True,0.9
2022-04-24,2021-22,MIL,CHI,219.0,214,UNDER,4,True,0.9
2022-04-24,2021-22,GSW,DEN,224.0,247,OVER,6,True,0.9
2022-04-24,2021-22,MIA,ATL,221.0,196,UNDER,2,True,0.9
2022-05-01,2021-22,MIL,BOS,218.0,190,UNDER,4,True,0.9
2022-05-03,2021-22,MIL,BOS,215.0,195,UNDER,4,True,0.9
2022-05-07,2021-22,BOS,MIL,213.0,204,UNDER,2,True,0.9
2022-05-07,2021-22,MEM,GSW,226.5,254,OVER,8,True,0.9
2022-05-09,2021-22,BOS,MIL,210.0,224,UNDER,2,False,-1.0
2022-05-10,2021-22,PHI,MIA,210.0,205,OVER,4,False,-1.0
2022-05-11,2021-22,GSW,MEM,219.5,229,UNDER,2,False,-1.0
2022-05-13,2021-22,BOS,MIL,212.0,203,UNDER,2,True,0.9
2022-06-06,2021-22,BOS,GSW,212.5,195,UNDER,2,True,0.9
2022-06-13,2021-22,BOS,GSW,212.5,198,UNDER,2,True,0.9
2022-10-19,2022-23,ORL,DET,215.5,222,OVER,4,True,0.9
2022-10-19,2022-23,OKC,MIN,225.5,223,UNDER,2,True,0.9
2022-10-19,2022-23,DAL,PHX,219.5,212,UNDER,1,True,0.9
2022-10-20,2022-23,MIL,PHI,225.0,178,OVER,8,False,-1.0
2022-10-21,2022-23,SAS,IND,231.5,271,OVER,2,True,0.9
2022-10-21,2022-23,TOR,BKN,226.0,214,UNDER,2,True,0.9
2022-10-21,2022-23,MEM,HOU,231.0,251,OVER,4,True,0.9
2022-10-21,2022-23,DEN,GSW,238.5,251,UNDER,2,False,-1.0
2022-10-22,2022-23,HOU,MIL,228.0,230,OVER,4,True,0.9
2022-10-22,2022-23,TOR,MIA,216.5,221,OVER,2,True,0.9
2022-10-22,2022-23,LAC,SAC,225.0,220,UNDER,8,True,0.9
2022-10-23,2022-23,UTA,NOP,232.0,243,OVER,4,True,0.9
2022-10-24,2022-23,TOR,MIA,216.5,188,OVER,4,False,-1.0
2022-10-24,2022-23,UTA,HOU,234.0,222,UNDER,2,True,0.9
2022-10-24,2022-23,SAS,MIN,233.5,221,UNDER,2,True,0.9
2022-10-24,2022-23,DEN,POR,223.5,245,OVER,2,True,0.9
2022-10-25,2022-23,DET,WAS,215.5,219,UNDER,1,False,-1.0
2022-10-25,2022-23,GSW,PHX,227.0,239,OVER,4,True,0.9
2022-10-26,2022-23,BKN,MIL,225.5,209,OVER,4,False,-1.0
2022-10-26,2022-23,SAS,MIN,234.5,256,UNDER,2,False,-1.0
2022-10-26,2022-23,MIA,POR,223.5,217,UNDER,2,True,0.9
2022-10-27,2022-23,DAL,BKN,225.5,254,OVER,4,True,0.9
2022-10-27,2022-23,MIA,GSW,227.0,233,OVER,8,True,0.9
2022-10-28,2022-23,ATL,DET,229.5,248,OVER,4,True,0.9
2022-10-28,2022-23,IND,WAS,229.0,244,OVER,2,True,0.9
2022-10-29,2022-23,ATL,MIL,228.5,238,OVER,4,True,0.9
2022-10-29,2022-23,MEM,UTA,225.5,247,OVER,2,True,0.9
2022-10-30,2022-23,NOP,LAC,226.5,203,UNDER,4,True,0.9
2022-10-30,2022-23,HOU,PHX,227.5,233,OVER,9,True,0.9
2022-10-30,2022-23,DEN,LAL,228.5,231,OVER,2,True,0.9
2022-10-31,2022-23,SAC,CHA,231.5,223,UNDER,2,True,0.9
2022-10-31,2022-23,ATL,TOR,222.5,248,OVER,4,True,0.9
2022-11-01,2022-23,ORL,OKC,216.5,224,UNDER,5,False,-1.0
2022-11-02,2022-23,UTA,DAL,222.5,203,OVER,2,False,-1.0
2022-11-02,2022-23,MEM,POR,228.0,217,OVER,4,False,-1.0
2022-11-03,2022-23,GSW,ORL,226.0,259,UNDER,2,False,-1.0
2022-11-04,2022-23,MIL,MIN,225.5,217,UNDER,2,True,0.9
2022-11-04,2022-23,UTA,LAL,229.0,246,OVER,2,True,0.9
2022-11-06,2022-23,CHI,TOR,219.5,217,UNDER,1,True,0.9
2022-11-07,2022-23,NOP,IND,241.5,251,UNDER,2,False,-1.0
2022-11-07,2022-23,MIL,ATL,226.5,215,OVER,8,False,-1.0
2022-11-07,2022-23,BOS,MEM,227.5,215,UNDER,4,True,0.9
2022-11-09,2022-23,DAL,ORL,213.0,181,UNDER,2,True,0.9
2022-11-09,2022-23,DEN,IND,235.5,241,UNDER,6,False,-1.0
2022-11-09,2022-23,MIL,OKC,214.0,268,UNDER,2,False,-1.0
2022-11-09,2022-23,MEM,SAS,234.0,246,OVER,2,True,0.9
2022-11-09,2022-23,CLE,SAC,228.5,247,OVER,2,True,0.9
2022-11-10,2022-23,CHA,MIA,212.5,229,OVER,2,True,0.9
2022-11-11,2022-23,PHX,ORL,215.0,211,UNDER,2,True,0.9
2022-11-11,2022-23,SAC,LAL,233.0,234,UNDER,2,False,-1.0
2022-11-12,2022-23,ATL,PHI,223.0,230,OVER,4,True,0.9
2022-11-12,2022-23,CHA,MIA,215.0,247,UNDER,4,False,-1.0
2022-11-13,2022-23,UTA,PHI,218.0,203,UNDER,1,True,0.9
2022-11-13,2022-23,GSW,SAC,236.5,237,OVER,4,True,0.9
2022-11-13,2022-23,BKN,LAL,217.5,219,OVER,2,True,0.9
2022-11-14,2022-23,ATL,MIL,225.5,227,OVER,4,True,0.9
2022-11-14,2022-23,SAS,GSW,234.0,227,UNDER,2,True,0.9
2022-11-15,2022-23,BKN,SAC,226.0,274,OVER,4,True,0.9
2022-11-16,2022-23,MIA,TOR,216.0,216,UNDER,3,False,-1.0
2022-11-16,2022-23,CLE,MIL,218.5,211,UNDER,2,True,0.9
2022-11-16,2022-23,CHI,NOP,226.5,234,OVER,4,True,0.9
2022-11-16,2022-23,GSW,PHX,227.0,249,OVER,8,True,0.9
2022-11-16,2022-23,NYK,DEN,226.5,209,OVER,2,False,-1.0
2022-11-18,2022-23,CHA,CLE,216.5,254,OVER,4,True,0.9
2022-11-18,2022-23,IND,HOU,236.0,190,UNDER,2,True,0.9
2022-11-18,2022-23,BOS,NOP,234.5,226,UNDER,4,True,0.9
2022-11-18,2022-23,DET,LAL,225.5,249,OVER,2,True,0.9
2022-11-19,2022-23,UTA,POR,228.0,231,OVER,4,True,0.9
2022-11-19,2022-23,SAS,LAC,220.5,216,UNDER,6,True,0.9
2022-11-21,2022-23,ATL,CLE,228.0,216,OVER,2,False,-1.0
2022-11-21,2022-23,BOS,CHI,229.5,228,OVER,4,False,-1.0
2022-11-22,2022-23,DET,DEN,227.0,218,OVER,6,False,-1.0
2022-11-23,2022-23,MIN,IND,232.5,216,OVER,2,False,-1.0
2022-11-23,2022-23,LAC,GSW,223.0,231,OVER,4,True,0.9
2022-11-25,2022-23,MIN,CHA,227.0,218,UNDER,4,True,0.9
2022-11-25,2022-23,ATL,HOU,231.5,250,OVER,2,True,0.9
2022-11-25,2022-23,BKN,IND,233.5,245,OVER,2,True,0.9
2022-11-25,2022-23,LAL,SAS,235.0,199,UNDER,2,True,0.9
2022-11-25,2022-23,WAS,MIA,215.5,217,OVER,4,True,0.9
2022-11-25,2022-23,DEN,LAC,218.5,218,UNDER,1,True,0.9
2022-11-26,2022-23,OKC,HOU,231.5,223,UNDER,2,True,0.9
2022-11-28,2022-23,ATL,PHI,221.0,205,OVER,2,False,-1.0
2022-11-28,2022-23,CLE,TOR,218.0,188,UNDER,4,True,0.9
2022-11-28,2022-23,HOU,DEN,228.5,242,OVER,14,True,0.9
2022-11-28,2022-23,IND,LAL,237.5,231,UNDER,6,True,0.9
2022-11-29,2022-23,NYK,DET,226.5,250,OVER,4,True,0.9
2022-11-30,2022-23,MEM,MIN,217.5,210,OVER,2,False,-1.0
2022-12-02,2022-23,DEN,ATL,225.5,226,OVER,4,True,0.9
2022-12-02,2022-23,NOP,SAS,232.5,216,OVER,4,False,-1.0
2022-12-02,2022-23,HOU,PHX,229.5,243,OVER,8,True,0.9
2022-12-03,2022-23,MIL,CHA,219.5,201,UNDER,2,True,0.9
2022-12-04,2022-23,PHX,SAS,230.5,228,OVER,4,False,-1.0
2022-12-04,2022-23,BOS,BKN,229.5,195,UNDER,4,True,0.9
2022-12-04,2022-23,MEM,DET,228.5,234,OVER,4,True,0.9
2022-12-05,2022-23,BOS,TOR,228.5,226,UNDER,2,True,0.9
2022-12-05,2022-23,PHX,DAL,223.0,241,UNDER,4,False,-1.0
2022-12-06,2022-23,DET,MIA,218.5,212,UNDER,6,True,0.9
2022-12-06,2022-23,DAL,DEN,224.0,231,OVER,6,True,0.9
2022-12-07,2022-23,LAC,ORL,216.5,227,UNDER,4,False,-1.0
2022-12-08,2022-23,DEN,POR,227.5,241,OVER,2,True,0.9
2022-12-09,2022-23,WAS,IND,232.0,232,UNDER,4,False,-1.0
2022-12-10,2022-23,UTA,DEN,228.5,225,OVER,6,False,-1.0
2022-12-11,2022-23,MIL,HOU,227.0,189,OVER,4,False,-1.0
2022-12-12,2022-23,MIA,IND,229.0,169,OVER,2,False,-1.0
2022-12-12,2022-23,MIN,POR,229.5,245,OVER,4,True,0.9
2022-12-13,2022-23,NOP,UTA,232.5,221,OVER,4,False,-1.0
2022-12-13,2022-23,BOS,LAL,237.0,240,UNDER,4,False,-1.0
