matchup,status,rule_triggered,category,model_total,model_spread,independent_total,independent_spread,base_line,underdog_scaled_line,underdog,underdog_score,is_hit,details,proj_pace,score_away,score_home,win_prob,timestamp
DAL vs LV,HIT,Rule 4 — Under Execution,UNDER,180.0,18.0,179.78,18.15,81.0,88.2,DAL,76,True,Underdog DAL UNDER 88.20 | Actual: 76 | ✓ STAYS BELOW,83.49999999999999,80.81,98.97,0.1,2026-08-02T12:07:45.299732
IND vs WSH,MISS,Rule 3 — Over Execution,OVER,170.5,5.0,170.65,-4.99,82.75,80.5,WSH,80,False,Underdog WSH OVER 80.50 | Actual: 80 | ✗ FAILS,81.19999999999997,87.82,82.83,11.4,2026-08-02T12:07:45.299743
NY vs PHX,HIT,Rule 3 — Over Execution,OVER,174.0,7.5,174.22,-7.27,83.25,79.88,PHX,84,True,Underdog PHX OVER 79.88 | Actual: 84 | ✓ CLEARS,82.49999999999999,90.74,83.47,5.9,2026-08-02T12:07:45.299752
POR vs PHX,HIT,Rule 3 — Over Execution,OVER,175.5,11.5,175.63,11.68,82.0,76.83,POR,86,True,Underdog POR OVER 76.83 | Actual: 86 | ✓ CLEARS,83.89999999999999,81.97,93.66,1.4,2026-08-02T12:07:45.299761
SEA vs DAL,HIT,Rule 3 — Over Execution,OVER,170.5,7.5,170.75,-7.71,81.5,78.12,DAL,82,True,Underdog DAL OVER 78.12 | Actual: 82 | ✓ CLEARS,81.39999999999999,89.23,81.52,5.1,2026-08-02T12:07:45.299770
SEA vs IND,MISS,Rule 3 — Over Execution,OVER,170.5,2.5,170.68,2.45,84.0,82.88,SEA,81,False,Underdog SEA OVER 82.88 | Actual: 81 | ✗ FAILS,80.60000000000001,84.11,86.57,20.9,2026-08-02T12:07:45.299779
CON vs NY,HIT,Rule 3 — Over Execution,OVER,161.0,10.0,161.18,10.22,75.5,71.0,CON,72,True,Underdog CON OVER 71.00 | Actual: 72 | ✓ CLEARS,79.2,75.48,85.7,2.3,2026-08-02T12:07:45.299788
GS vs DAL,MISS,Rule 3 — Over Execution,OVER,170.5,7.5,170.75,-7.71,81.5,78.12,DAL,75,False,Underdog DAL OVER 78.12 | Actual: 75 | ✗ FAILS,81.39999999999999,89.23,81.52,5.1,2026-08-02T12:07:45.299800
MIN vs LA,HIT,Rule 4 — Under Execution,UNDER,165.0,12.0,164.99,-12.02,76.5,81.3,LA,75,True,Underdog LA UNDER 81.30 | Actual: 75 | ✓ STAYS BELOW,79.7,88.5,76.48,1.2,2026-08-02T12:07:45.299810
NY vs LV,HIT,Rule 3 — Over Execution,OVER,177.5,1.0,177.67,1.22,88.25,87.8,NY,88,True,Underdog NY OVER 87.80 | Actual: 88 | ✓ CLEARS,82.3,88.23,89.44,26.2,2026-08-02T12:07:45.299818
TOR vs MIN,HIT,Rule 4 — Under Execution,UNDER,164.0,14.5,163.87,14.63,74.75,80.55,TOR,79,True,Underdog TOR UNDER 80.55 | Actual: 79 | ✓ STAYS BELOW,79.10000000000001,74.62,89.25,0.5,2026-08-02T12:07:45.299827
DAL vs WSH,MISS,Rule 4 — Under Execution,UNDER,170.5,5.0,170.25,5.17,82.75,84.75,DAL,91,False,Underdog DAL UNDER 84.75 | Actual: 91 | ✗ EXCEEDS,81.99999999999999,82.54,87.71,10.8,2026-08-02T12:07:45.299837
LA vs CHI,HIT,Rule 3 — Over Execution,OVER,166.5,5.0,166.55,5.1,80.75,78.5,LA,92,True,Underdog LA OVER 78.50 | Actual: 92 | ✓ CLEARS,80.3,80.72,85.82,11.0,2026-08-02T12:07:45.299848
LV vs IND,SYSTEM SKIP,Rule 1 — Upset Clause,,179.5,2.5,,,,,IND,87,,Underdog Win Prob (20.8%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.299855
MIN vs ATL,HIT,Rule 3 — Over Execution,OVER,166.0,9.0,166.01,-8.82,78.5,74.45,ATL,77,True,Underdog ATL OVER 74.45 | Actual: 77 | ✓ CLEARS,79.40000000000002,87.42,78.6,3.6,2026-08-02T12:07:45.299864
SEA vs PHX,HIT,Rule 3 — Over Execution,OVER,170.0,1.0,170.11,-1.17,84.5,84.05,PHX,85,True,Underdog PHX OVER 84.05 | Actual: 85 | ✓ CLEARS,81.10000000000001,85.64,84.47,26.5,2026-08-02T12:07:45.299873
GS vs IND,MISS,Rule 3 — Over Execution,OVER,170.5,2.5,170.68,2.45,84.0,82.88,GS,79,False,Underdog GS OVER 82.88 | Actual: 79 | ✗ FAILS,80.60000000000001,84.11,86.57,20.9,2026-08-02T12:07:45.299887
NY vs ATL,HIT,Rule 3 — Over Execution,OVER,171.5,10.0,171.56,-9.98,80.75,76.25,ATL,87,True,Underdog ATL OVER 76.25 | Actual: 87 | ✓ CLEARS,81.10000000000001,90.77,80.79,2.4,2026-08-02T12:07:45.299896
SEA vs POR,HIT,Rule 4 — Under Execution,UNDER,171.0,10.0,170.98,-10.11,80.5,84.5,POR,71,True,Underdog POR UNDER 84.50 | Actual: 71 | ✓ STAYS BELOW,81.60000000000001,90.54,80.44,2.3,2026-08-02T12:07:45.299905
WSH vs POR,SYSTEM SKIP,Rule 1 — Upset Clause,,170.5,2.5,,,,,POR,84,,Underdog Win Prob (20.5%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.299912
ATL vs CON,HIT,Rule 4 — Under Execution,UNDER,159.5,6.5,159.35,6.46,76.5,79.1,ATL,74,True,Underdog ATL UNDER 79.10 | Actual: 74 | ✓ STAYS BELOW,78.7,76.44,82.91,7.5,2026-08-02T12:07:45.299921
ATL vs SEA,HIT,Rule 4 — Under Execution,UNDER,167.5,9.0,167.37,8.91,79.25,82.85,ATL,77,True,Underdog ATL UNDER 82.85 | Actual: 77 | ✓ STAYS BELOW,79.7,79.23,88.14,3.5,2026-08-02T12:07:45.299930
CHI vs POR,HIT,Rule 3 — Over Execution,OVER,171.0,3.0,171.17,-2.85,84.0,82.65,POR,88,True,Underdog POR OVER 82.65 | Actual: 88 | ✓ CLEARS,81.89999999999999,87.01,84.16,19.2,2026-08-02T12:07:45.299942
CHI vs SEA,HIT,Rule 4 — Under Execution,UNDER,166.0,9.5,165.91,9.57,78.25,82.05,CHI,74,True,Underdog CHI UNDER 82.05 | Actual: 74 | ✓ STAYS BELOW,79.10000000000001,78.17,87.74,2.8,2026-08-02T12:07:45.299953
CHI vs WSH,HIT,Rule 3 — Over Execution,OVER,165.5,2.0,165.6,2.24,81.75,80.85,CHI,84,True,Underdog CHI OVER 80.85 | Actual: 84 | ✓ CLEARS,79.69999999999997,81.68,83.92,21.8,2026-08-02T12:07:45.299963
GS vs ATL,SYSTEM SKIP,Rule 1 — Upset Clause,,167.5,4.0,,,,,ATL,93,,Underdog Win Prob (15.1%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.299970
LA vs WSH,HIT,Rule 4 — Under Execution,UNDER,166.0,5.0,165.79,4.83,80.5,82.5,LA,76,True,Underdog LA UNDER 82.50 | Actual: 76 | ✓ STAYS BELOW,80.60000000000001,80.48,85.31,11.9,2026-08-02T12:07:45.299979
NY vs MIN,SYSTEM SKIP,Rule 1 — Upset Clause,,167.5,1.5,,,,,NY,92,,Underdog Win Prob (24.0%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.299984
POR vs MIN,HIT,Rule 4 — Under Execution,UNDER,170.0,20.0,169.79,20.07,75.0,83.0,POR,73,True,Underdog POR UNDER 83.00 | Actual: 73 | ✓ STAYS BELOW,81.3,74.86,94.93,0.1,2026-08-02T12:07:45.299993
TOR vs CHI,HIT,Rule 3 — Over Execution,OVER,165.5,3.0,165.6,2.76,81.25,79.9,TOR,82,True,Underdog TOR OVER 79.90 | Actual: 82 | ✓ CLEARS,79.69999999999997,81.42,84.18,19.6,2026-08-02T12:07:45.300003
TOR vs LV,HIT,Rule 4 — Under Execution,UNDER,174.0,15.0,173.95,14.93,79.5,85.5,TOR,73,True,Underdog TOR UNDER 85.50 | Actual: 73 | ✓ STAYS BELOW,81.49999999999999,79.51,94.44,0.5,2026-08-02T12:07:45.300012
ATL vs MIN,HIT,Rule 3 — Over Execution,OVER,166.0,14.0,166.01,13.82,76.0,69.7,ATL,81,True,Underdog ATL OVER 69.70 | Actual: 81 | ✓ CLEARS,79.40000000000002,76.1,89.92,0.7,2026-08-02T12:07:45.300021
CON vs POR,HIT,Rule 3 — Over Execution,OVER,162.5,7.5,162.75,-7.32,77.5,74.12,POR,82,True,Underdog POR OVER 74.12 | Actual: 82 | ✓ CLEARS,80.60000000000001,85.03,77.71,5.8,2026-08-02T12:07:45.300030
DAL vs SEA,MISS,Rule 3 — Over Execution,OVER,170.5,12.5,170.75,12.71,79.0,73.38,DAL,66,False,Underdog DAL OVER 73.38 | Actual: 66 | ✗ FAILS,81.39999999999999,79.02,91.73,1.0,2026-08-02T12:07:45.300039
LV vs TOR,MISS,Rule 4 — Under Execution,UNDER,174.0,10.0,173.95,-9.93,82.0,86.0,TOR,96,False,Underdog TOR UNDER 86.00 | Actual: 96 | ✗ EXCEEDS,81.49999999999999,91.94,82.01,2.5,2026-08-02T12:07:45.300048
MIN vs CHI,HIT,Rule 3 — Over Execution,OVER,164.5,9.5,164.58,-9.43,77.5,73.22,CHI,74,True,Underdog CHI OVER 73.22 | Actual: 74 | ✓ CLEARS,78.8,87.01,77.58,2.9,2026-08-02T12:07:45.300058
NY vs LA,HIT,Rule 3 — Over Execution,OVER,170.5,13.5,170.51,-13.28,78.5,72.42,LA,80,True,Underdog LA OVER 72.42 | Actual: 80 | ✓ CLEARS,81.40000000000002,91.89,78.61,0.8,2026-08-02T12:07:45.300069
NY vs SEA,MISS,Rule 3 — Over Execution,OVER,169.0,3.5,169.12,-3.34,82.75,81.17,SEA,80,False,Underdog SEA OVER 81.17 | Actual: 80 | ✗ FAILS,80.2,86.23,82.89,17.2,2026-08-02T12:07:45.300078
PHX vs ATL,HIT,Rule 3 — Over Execution,OVER,172.0,0.5,172.17,-0.38,85.75,85.53,ATL,91,True,Underdog ATL OVER 85.53 | Actual: 91 | ✓ CLEARS,81.99999999999999,86.28,85.89,29.8,2026-08-02T12:07:45.300087
SEA vs IND,HIT,Rule 3 — Over Execution,OVER,170.5,2.5,170.68,2.45,84.0,82.88,SEA,88,True,Underdog SEA OVER 82.88 | Actual: 88 | ✓ CLEARS,80.60000000000001,84.11,86.57,20.9,2026-08-02T12:07:45.300096
WSH vs CHI,MISS,Rule 3 — Over Execution,OVER,165.5,3.0,165.6,2.76,81.25,79.9,WSH,71,False,Underdog WSH OVER 79.90 | Actual: 71 | ✗ FAILS,79.69999999999997,81.42,84.18,19.6,2026-08-02T12:07:45.300104
WSH vs MIN,HIT,Rule 4 — Under Execution,UNDER,164.0,14.5,163.87,14.63,74.75,80.55,WSH,72,True,Underdog WSH UNDER 80.55 | Actual: 72 | ✓ STAYS BELOW,79.10000000000001,74.62,89.25,0.5,2026-08-02T12:07:45.300113
CHI vs CON,HIT,Rule 4 — Under Execution,UNDER,158.0,7.0,157.94,7.11,75.5,78.3,CHI,72,True,Underdog CHI UNDER 78.30 | Actual: 72 | ✓ STAYS BELOW,78.10000000000001,75.41,82.52,6.2,2026-08-02T12:07:45.300122
DAL vs NY,HIT,Rule 3 — Over Execution,OVER,175.0,19.0,175.09,18.99,78.0,69.45,DAL,76,True,Underdog DAL OVER 69.45 | Actual: 76 | ✓ CLEARS,82.8,78.05,97.04,0.1,2026-08-02T12:07:45.300132
GS vs MIN,HIT,Rule 3 — Over Execution,OVER,163.5,7.5,163.64,7.41,78.0,74.62,GS,76,True,Underdog GS OVER 74.62 | Actual: 76 | ✓ CLEARS,78.49999999999999,78.12,85.52,5.6,2026-08-02T12:07:45.300141
MIN vs POR,HIT,Rule 4 — Under Execution,UNDER,170.0,15.0,169.79,-15.07,77.5,83.5,POR,74,True,Underdog POR UNDER 83.50 | Actual: 74 | ✓ STAYS BELOW,81.3,92.43,77.36,0.4,2026-08-02T12:07:45.300151
NY vs TOR,HIT,Rule 4 — Under Execution,UNDER,169.5,11.0,169.36,-10.81,79.25,83.65,TOR,77,True,Underdog TOR UNDER 83.65 | Actual: 77 | ✓ STAYS BELOW,80.8,90.09,79.28,1.8,2026-08-02T12:07:45.300160
PHX vs TOR,SYSTEM SKIP,Rule 1 — Upset Clause,,170.0,1.5,,,,,TOR,74,,Underdog Win Prob (25.7%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.300168
CON vs LV,HIT,Rule 3 — Over Execution,OVER,165.5,9.0,165.61,9.24,78.25,74.2,CON,85,True,Underdog CON OVER 74.20 | Actual: 85 | ✓ CLEARS,79.89999999999999,78.18,87.43,3.1,2026-08-02T12:07:45.300177
IND vs GS,MISS,Rule 3 — Over Execution,OVER,170.5,2.5,170.68,2.55,84.0,82.88,IND,76,False,Underdog IND OVER 82.88 | Actual: 76 | ✗ FAILS,80.60000000000001,84.07,86.61,20.5,2026-08-02T12:07:45.300186
WSH vs MIN,MISS,Rule 4 — Under Execution,UNDER,164.0,14.5,163.87,14.63,74.75,80.55,WSH,81,False,Underdog WSH UNDER 80.55 | Actual: 81 | ✗ EXCEEDS,79.10000000000001,74.62,89.25,0.5,2026-08-02T12:07:45.300195
ATL vs GS,HIT,Rule 4 — Under Execution,UNDER,167.5,9.0,167.37,8.91,79.25,82.85,ATL,81,True,Underdog ATL UNDER 82.85 | Actual: 81 | ✓ STAYS BELOW,79.7,79.23,88.14,3.5,2026-08-02T12:07:45.300203
ATL vs LA,HIT,Rule 3 — Over Execution,OVER,168.0,1.0,168.04,-0.85,83.5,83.05,LA,85,True,Underdog LA OVER 83.05 | Actual: 85 | ✓ CLEARS,80.90000000000002,84.45,83.59,27.8,2026-08-02T12:07:45.300212
ATL vs LV,MISS,Rule 3 — Over Execution,OVER,176.0,14.0,176.22,14.06,81.0,74.7,ATL,73,False,Underdog ATL OVER 74.70 | Actual: 73 | ✗ FAILS,81.8,81.08,95.14,0.6,2026-08-02T12:07:45.300221
DAL vs POR,SYSTEM SKIP,Rule 1 — Upset Clause,,176.0,0.0,,,,,DAL,94,,Underdog Win Prob (31.2%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.300227
NY vs WSH,HIT,Rule 4 — Under Execution,UNDER,169.5,11.0,169.36,-10.81,79.25,83.65,WSH,79,True,Underdog WSH UNDER 83.65 | Actual: 79 | ✓ STAYS BELOW,80.8,90.09,79.28,1.8,2026-08-02T12:07:45.300236
POR vs CHI,HIT,Rule 3 — Over Execution,OVER,171.0,8.0,171.17,7.85,81.5,77.9,POR,79,True,Underdog POR OVER 77.90 | Actual: 79 | ✓ CLEARS,81.89999999999999,81.66,89.51,4.9,2026-08-02T12:07:45.300245
WSH vs POR,SYSTEM SKIP,Rule 1 — Upset Clause,,170.5,2.5,,,,,POR,72,,Underdog Win Prob (20.5%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.300251
LA vs IND,MISS,Rule 3 — Over Execution,OVER,171.5,12.5,171.71,12.45,79.5,73.88,LA,70,False,Underdog LA OVER 73.88 | Actual: 70 | ✗ FAILS,81.8,79.63,92.08,1.1,2026-08-02T12:07:45.300262
LA vs SEA,MISS,Rule 3 — Over Execution,OVER,166.0,12.0,166.24,12.17,77.0,71.6,LA,68,False,Underdog LA OVER 71.60 | Actual: 68 | ✗ FAILS,79.99999999999999,77.03,89.2,1.2,2026-08-02T12:07:45.300273
LV vs POR,HIT,Rule 3 — Over Execution,OVER,180.0,15.5,180.08,-15.68,82.25,75.28,POR,76,True,Underdog POR OVER 75.28 | Actual: 76 | ✓ CLEARS,83.69999999999997,97.88,82.2,0.3,2026-08-02T12:07:45.300282
MIN vs CON,HIT,Rule 4 — Under Execution,UNDER,156.0,4.5,155.91,-4.26,75.75,77.55,CON,74,True,Underdog CON UNDER 77.55 | Actual: 74 | ✓ STAYS BELOW,77.49999999999999,80.08,75.83,13.8,2026-08-02T12:07:45.300291
MIN vs SEA,HIT,Rule 3 — Over Execution,OVER,163.5,2.5,163.64,-2.41,80.5,79.38,SEA,88,True,Underdog SEA OVER 79.38 | Actual: 88 | ✓ CLEARS,78.49999999999999,83.02,80.62,21.1,2026-08-02T12:07:45.300300
NY vs GS,HIT,Rule 3 — Over Execution,OVER,169.0,3.5,169.12,-3.34,82.75,81.17,GS,83,True,Underdog GS OVER 81.17 | Actual: 83 | ✓ CLEARS,80.2,86.23,82.89,17.2,2026-08-02T12:07:45.300310
POR vs GS,HIT,Rule 4 — Under Execution,UNDER,171.0,15.0,170.98,15.11,78.0,84.0,POR,75,True,Underdog POR UNDER 84.00 | Actual: 75 | ✓ STAYS BELOW,81.60000000000001,77.94,93.04,0.4,2026-08-02T12:07:45.300319
TOR vs IND,HIT,Rule 3 — Over Execution,OVER,170.5,10.0,170.65,9.99,80.25,75.75,TOR,83,True,Underdog TOR OVER 75.75 | Actual: 83 | ✓ CLEARS,81.19999999999997,80.33,90.32,2.4,2026-08-02T12:07:45.300327
WSH vs ATL,HIT,Rule 3 — Over Execution,OVER,167.0,3.5,167.08,3.49,81.75,80.17,WSH,84,True,Underdog WSH OVER 80.17 | Actual: 84 | ✓ CLEARS,80.3,81.8,85.28,16.6,2026-08-02T12:07:45.300337
WSH vs CON,MISS,Rule 3 — Over Execution,OVER,157.0,7.5,157.25,7.34,74.75,71.38,WSH,62,False,Underdog WSH OVER 71.38 | Actual: 62 | ✗ FAILS,78.39999999999999,74.95,82.29,5.7,2026-08-02T12:07:45.300345
ATL vs TOR,MISS,Rule 3 — Over Execution,OVER,167.0,1.5,167.08,1.51,82.75,82.08,ATL,79,False,Underdog ATL OVER 82.08 | Actual: 79 | ✗ FAILS,80.3,82.78,84.3,24.9,2026-08-02T12:07:45.300356
CHI vs ATL,SYSTEM SKIP,Rule 1 — Upset Clause,,168.0,3.0,,,,,CHI,81,,Underdog Win Prob (17.7%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.300362
CON vs PHX,MISS,Rule 3 — Over Execution,OVER,162.0,1.0,162.02,1.18,80.5,80.05,CON,71,False,Underdog CON OVER 80.05 | Actual: 71 | ✗ FAILS,80.10000000000001,80.42,81.6,26.4,2026-08-02T12:07:45.300371
DAL vs CHI,HIT,Rule 3 — Over Execution,OVER,171.0,5.5,171.04,5.45,82.75,80.28,DAL,89,True,Underdog DAL OVER 80.28 | Actual: 89 | ✓ CLEARS,81.69999999999997,82.79,88.25,10.0,2026-08-02T12:07:45.300380
LA vs POR,HIT,Rule 3 — Over Execution,OVER,171.0,0.0,171.24,-0.17,85.5,85.5,POR,93,True,Underdog POR OVER 85.50 | Actual: 93 | ✓ CLEARS,82.8,85.7,85.53,30.7,2026-08-02T12:07:45.300389
LV vs CON,MISS,Rule 3 — Over Execution,OVER,165.5,4.0,165.61,-4.24,80.75,78.95,CON,77,False,Underdog CON OVER 78.95 | Actual: 77 | ✗ FAILS,79.89999999999999,84.93,80.68,13.8,2026-08-02T12:07:45.300397
LV vs MIN,MISS,Rule 3 — Over Execution,OVER,172.0,3.0,172.02,2.96,84.5,83.15,LV,80,False,Underdog LV OVER 83.15 | Actual: 80 | ✗ FAILS,80.60000000000001,84.53,87.49,18.8,2026-08-02T12:07:45.300407
LV vs TOR,HIT,Rule 4 — Under Execution,UNDER,174.0,10.0,173.95,-9.93,82.0,86.0,TOR,82,True,Underdog TOR UNDER 86.00 | Actual: 82 | ✓ STAYS BELOW,81.49999999999999,91.94,82.01,2.5,2026-08-02T12:07:45.300416
MIN vs PHX,MISS,Rule 3 — Over Execution,OVER,168.5,6.0,168.65,-6.19,81.25,78.55,PHX,74,False,Underdog PHX OVER 78.55 | Actual: 74 | ✗ FAILS,80.8,87.42,81.23,8.1,2026-08-02T12:07:45.300425
CHI vs LV,HIT,Rule 3 — Over Execution,OVER,174.5,14.5,174.73,14.71,80.0,73.47,CHI,76,True,Underdog CHI OVER 73.47 | Actual: 76 | ✓ CLEARS,81.19999999999997,80.01,94.72,0.5,2026-08-02T12:07:45.300434
SEA vs TOR,HIT,Rule 3 — Over Execution,OVER,165.0,5.0,165.19,-4.79,80.0,77.75,TOR,81,True,Underdog TOR OVER 77.75 | Actual: 81 | ✓ CLEARS,79.39999999999999,84.99,80.2,12.0,2026-08-02T12:07:45.300444
TOR vs CON,HIT,Rule 3 — Over Execution,OVER,157.0,7.5,157.25,7.34,74.75,71.38,TOR,75,True,Underdog TOR OVER 71.38 | Actual: 75 | ✓ CLEARS,78.39999999999999,74.95,82.29,5.7,2026-08-02T12:07:45.300454
TOR vs MIN,MISS,Rule 4 — Under Execution,UNDER,164.0,14.5,163.87,14.63,74.75,80.55,TOR,81,False,Underdog TOR UNDER 80.55 | Actual: 81 | ✗ EXCEEDS,79.10000000000001,74.62,89.25,0.5,2026-08-02T12:07:45.300463
WSH vs GS,HIT,Rule 3 — Over Execution,OVER,165.0,10.0,165.19,9.79,77.5,73.0,WSH,75,True,Underdog WSH OVER 73.00 | Actual: 75 | ✓ CLEARS,79.39999999999999,77.7,87.49,2.6,2026-08-02T12:07:45.300472
WSH vs LA,SYSTEM SKIP,Rule 1 — Upset Clause,,166.0,0.0,,,,,WSH,87,,Underdog Win Prob (30.7%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.300478
ATL vs IND,HIT,Rule 4 — Under Execution,UNDER,173.0,9.0,172.9,9.07,82.0,85.6,ATL,85,True,Underdog ATL UNDER 85.60 | Actual: 85 | ✓ STAYS BELOW,81.49999999999999,81.91,90.99,3.3,2026-08-02T12:07:45.300487
DAL vs NY,HIT,Rule 3 — Over Execution,OVER,175.0,19.0,175.09,18.99,78.0,69.45,DAL,75,True,Underdog DAL OVER 69.45 | Actual: 75 | ✓ CLEARS,82.8,78.05,97.04,0.1,2026-08-02T12:07:45.300496
POR vs SEA,MISS,Rule 4 — Under Execution,UNDER,171.0,15.0,170.98,15.11,78.0,84.0,POR,91,False,Underdog POR UNDER 84.00 | Actual: 91 | ✗ EXCEEDS,81.60000000000001,77.94,93.04,0.4,2026-08-02T12:07:45.300505
WSH vs ATL,HIT,Rule 3 — Over Execution,OVER,167.0,3.5,167.08,3.49,81.75,80.17,WSH,95,True,Underdog WSH OVER 80.17 | Actual: 95 | ✓ CLEARS,80.3,81.8,85.28,16.6,2026-08-02T12:07:45.300514
CHI vs ATL,SYSTEM SKIP,Rule 1 — Upset Clause,,168.0,3.0,,,,,CHI,99,,Underdog Win Prob (17.7%) exceeds the 15.0% threshold,,,,,2026-08-02T12:07:45.300522
CON vs IND,HIT,Rule 3 — Over Execution,OVER,162.5,4.5,162.6,4.63,79.0,76.97,CON,86,True,Underdog CON OVER 76.97 | Actual: 86 | ✓ CLEARS,79.60000000000001,78.98,83.61,12.5,2026-08-02T12:07:45.300532
CON vs IND,MISS,Rule 3 — Over Execution,OVER,162.5,4.5,162.6,4.63,79.0,76.97,CON,71,False,Underdog CON OVER 76.97 | Actual: 71 | ✗ FAILS,79.60000000000001,78.98,83.61,12.5,2026-08-02T12:07:45.300540
