num,date,league,matchup,away,away_score,home,home_score,actual_total,market_total,market_spread,abs_spread,favorite,underdog,ud_score,pick,tier,ensemble,win_prob,rule,base_line,scaled_over,scaled_under,zone_width,flat,primary_result,dual_result,both_hit
1,2025-10-21,NBA,GSW@LAL,GSW,119,LAL,109,228,227.5,2.5,2.5,GSW,LAL,109,UNDER,C,0.0,20.7,Rule4:UnderDefault,112.5,97.9,127.1,29.2,12,HIT,HIT,True
2,2025-10-21,NBA,HOU@OKC,HOU,124,OKC,125,249,226.0,6.5,6.5,OKC,HOU,124,UNDER,A,0.0,7.4,Rule1:UpsetClause,109.8,98.6,120.9,22.3,5,MISS,HIT,False
3,2025-10-22,NBA,BKN@CHA,BKN,117,CHA,136,253,228.0,5.0,5.0,CHA,BKN,117,UNDER,B,0.0,11.4,Rule1:UpsetClause,111.5,99.5,123.5,24.0,7,HIT,HIT,True
4,2025-10-22,NBA,CLE@NYK,CLE,111,NYK,119,230,229.0,2.0,2.0,CLE,NYK,119,UNDER,C,0.0,22.8,Rule4:UnderDefault,113.5,99.4,127.6,28.2,12,HIT,HIT,True
5,2025-10-22,NBA,DET@CHI,DET,111,CHI,115,226,236.5,-2.5,2.5,DET,CHI,115,UNDER,C,0.0,40.1,Rule4:UnderDefault,117.0,102.4,131.6,29.2,12,HIT,HIT,True
6,2025-10-22,NBA,LAC@UTA,LAC,108,UTA,129,237,225.0,-9.5,9.5,LAC,UTA,129,UNDER,A,0.0,49.0,Rule4:UnderDefault,107.8,93.7,121.8,28.1,5,MISS,HIT,False
7,2025-10-22,NBA,MIA@ORL,MIA,121,ORL,125,246,215.0,8.5,8.5,ORL,MIA,121,UNDER,A,0.0,4.0,Rule1:UpsetClause,103.2,90.2,116.3,26.2,5,MISS,HIT,False
8,2025-10-22,NBA,MIN@POR,MIN,118,POR,114,232,222.5,-4.5,4.5,MIN,POR,114,UNDER,B,0.0,44.5,Rule4:UnderDefault,109.0,97.5,120.5,23.0,7,HIT,HIT,True
9,2025-10-22,NBA,NOP@MEM,NOP,122,MEM,128,250,236.0,4.0,4.0,MEM,NOP,122,UNDER,B,0.0,14.7,Rule1:UpsetClause,116.0,105.0,127.0,22.0,7,HIT,HIT,True
10,2025-10-22,NBA,PHI@BOS,PHI,117,BOS,116,233,230.5,6.0,6.0,BOS,PHI,117,UNDER,A,0.0,8.6,Rule1:UpsetClause,112.2,101.5,123.0,21.4,5,HIT,HIT,True
11,2025-10-22,NBA,SAS@DAL,SAS,125,DAL,92,217,224.5,-3.0,3.0,SAS,DAL,92,UNDER,C,0.0,41.4,Rule4:UnderDefault,110.8,95.6,125.9,30.3,12,HIT,MISS,False
12,2025-10-22,NBA,TOR@ATL,TOR,138,ATL,118,256,237.0,-5.5,5.5,TOR,ATL,118,UNDER,A,0.0,46.0,Rule4:UnderDefault,115.8,105.5,126.0,20.4,5,HIT,HIT,True
13,2025-10-22,NBA,WAS@MIL,WAS,120,MIL,133,253,228.5,10.0,10.0,MIL,WAS,120,UNDER,A,0.0,2.4,Rule1:UpsetClause,109.2,94.8,123.8,29.0,5,HIT,HIT,True
14,2025-10-23,NBA,DEN@GSW,DEN,131,GSW,137,268,232.5,2.0,2.0,GSW,DEN,131,UNDER,C,0.0,22.8,Rule4:UnderDefault,115.2,101.2,129.3,28.2,12,MISS,HIT,False
15,2025-10-23,NBA,OKC@IND,OKC,141,IND,135,276,231.5,7.5,7.5,OKC,IND,135,UNDER,A,0.0,5.5,Rule1:UpsetClause,112.0,99.9,124.1,24.2,5,MISS,HIT,False
16,2025-10-24,NBA,ATL@ORL,ATL,111,ORL,107,218,235.5,6.0,6.0,ORL,ATL,111,UNDER,A,0.0,8.6,Rule1:UpsetClause,114.8,104.0,125.5,21.4,5,HIT,HIT,True
17,2025-10-24,NBA,BOS@NYK,BOS,95,NYK,105,200,231.0,3.5,3.5,NYK,BOS,95,UNDER,B,0.0,16.6,Rule4:UnderDefault,113.8,103.2,124.2,21.0,7,HIT,MISS,False
18,2025-10-24,NBA,CLE@BKN,CLE,131,BKN,124,255,231.0,11.5,11.5,CLE,BKN,124,UNDER,A,0.0,1.5,Rule1:UpsetClause,109.8,93.8,125.7,31.8,5,HIT,HIT,True
19,2025-10-24,NBA,DET@HOU,DET,115,HOU,111,226,226.5,-6.5,6.5,DET,HOU,111,UNDER,A,0.0,47.1,Rule4:UnderDefault,110.0,98.8,121.2,22.3,5,HIT,HIT,True
20,2025-10-24,NBA,GSW@POR,GSW,119,POR,139,258,227.5,-2.5,2.5,GSW,POR,139,UNDER,C,0.0,40.1,Rule4:UnderDefault,112.5,97.9,127.1,29.2,12,MISS,HIT,False
21,2025-10-24,NBA,MIA@MEM,MIA,146,MEM,114,260,233.0,-3.0,3.0,MIA,MEM,114,UNDER,C,0.0,41.4,Rule4:UnderDefault,115.0,99.8,130.2,30.3,12,HIT,HIT,True
22,2025-10-24,NBA,MIL@TOR,MIL,122,TOR,116,238,235.5,2.0,2.0,TOR,MIL,122,UNDER,C,0.0,22.8,Rule4:UnderDefault,116.8,102.7,130.8,28.2,12,HIT,HIT,True
23,2025-10-24,NBA,MIN@LAL,MIN,110,LAL,128,238,225.5,-1.5,1.5,MIN,LAL,128,UNDER,C,0.0,37.0,Rule4:UnderDefault,112.0,98.4,125.6,27.2,12,MISS,HIT,False
24,2025-10-24,NBA,SAS@NOP,SAS,120,NOP,116,236,233.5,-4.0,4.0,SAS,NOP,116,UNDER,B,0.0,43.6,Rule4:UnderDefault,114.8,103.8,125.8,22.0,7,HIT,HIT,True
25,2025-10-24,NBA,UTA@SAC,UTA,104,SAC,105,209,234.5,-6.0,6.0,UTA,SAC,105,UNDER,A,0.0,46.6,Rule4:UnderDefault,114.2,103.5,125.0,21.4,5,HIT,HIT,True
26,2025-10-24,NBA,WAS@DAL,WAS,117,DAL,107,224,228.5,-9.5,9.5,WAS,DAL,107,UNDER,A,0.0,49.0,Rule4:UnderDefault,109.5,95.5,123.5,28.1,5,HIT,HIT,True
27,2025-10-25,NBA,CHA@PHI,CHA,121,PHI,125,246,236.0,5.0,5.0,PHI,CHA,121,UNDER,B,0.0,11.4,Rule1:UpsetClause,115.5,103.5,127.5,24.0,7,HIT,HIT,True
28,2025-10-25,NBA,CHI@ORL,CHI,110,ORL,98,208,232.5,6.0,6.0,ORL,CHI,110,UNDER,A,0.0,8.6,Rule1:UpsetClause,113.2,102.5,124.0,21.4,5,HIT,HIT,True
29,2025-10-25,NBA,IND@MEM,IND,103,MEM,128,231,240.5,2.0,2.0,MEM,IND,103,UNDER,C,0.0,22.8,Rule4:UnderDefault,119.2,105.2,133.3,28.2,12,HIT,MISS,False
30,2025-10-25,NBA,OKC@ATL,OKC,117,ATL,100,217,236.5,8.5,8.5,OKC,ATL,100,UNDER,A,0.0,4.0,Rule1:UpsetClause,114.0,100.9,127.1,26.2,5,HIT,MISS,False
31,2025-10-25,NBA,PHX@DEN,PHX,111,DEN,133,244,234.0,13.0,13.0,DEN,PHX,111,UNDER,A,0.0,0.9,Rule2:StructuralOutlier,110.5,93.2,127.8,34.7,5,HIT,HIT,True
32,2025-10-26,NBA,BKN@SAS,BKN,107,SAS,118,225,227.5,10.5,10.5,SAS,BKN,107,UNDER,A,0.0,2.1,Rule1:UpsetClause,108.5,93.5,123.5,29.9,5,HIT,HIT,True
33,2025-10-26,NBA,BOS@DET,BOS,113,DET,119,232,227.0,2.5,2.5,DET,BOS,113,UNDER,C,0.0,20.7,Rule4:UnderDefault,112.2,97.6,126.9,29.2,12,HIT,HIT,True
34,2025-10-26,NBA,CHA@WAS,CHA,139,WAS,113,252,240.0,1.5,1.5,WAS,CHA,139,UNDER,C,0.0,25.0,Rule4:UnderDefault,119.2,105.7,132.8,27.1,12,MISS,HIT,False
35,2025-10-26,NBA,IND@MIN,IND,110,MIN,114,224,228.5,12.0,12.0,MIN,IND,110,UNDER,A,0.0,1.2,Rule1:UpsetClause,108.2,91.8,124.7,32.8,5,HIT,HIT,True
36,2025-10-26,NBA,LAL@SAC,LAL,127,SAC,120,247,225.0,3.5,3.5,SAC,LAL,127,UNDER,B,0.0,16.6,Rule4:UnderDefault,110.8,100.2,121.2,21.0,7,MISS,HIT,False
37,2025-10-26,NBA,MIL@CLE,MIL,113,CLE,118,231,234.0,6.5,6.5,CLE,MIL,113,UNDER,A,0.0,7.4,Rule1:UpsetClause,113.8,102.6,124.9,22.3,5,HIT,HIT,True
38,2025-10-26,NBA,NYK@MIA,NYK,107,MIA,115,222,230.5,3.0,3.0,NYK,MIA,115,UNDER,C,0.0,18.6,Rule4:UnderDefault,113.8,98.6,128.9,30.3,12,HIT,HIT,True
39,2025-10-26,NBA,POR@LAC,POR,107,LAC,114,221,224.0,8.0,8.0,LAC,POR,107,UNDER,A,0.0,4.7,Rule1:UpsetClause,108.0,95.4,120.6,25.2,5,HIT,HIT,True
40,2025-10-26,NBA,TOR@DAL,TOR,129,DAL,139,268,231.5,1.0,1.0,TOR,DAL,139,UNDER,C,0.0,27.2,Rule4:UnderDefault,115.2,102.2,128.3,26.1,12,MISS,HIT,False
41,2025-10-27,NBA,ATL@CHI,ATL,123,CHI,128,251,244.5,2.5,2.5,CHI,ATL,123,UNDER,C,-43.83,20.7,Rule4:UnderExecution,121.0,106.4,135.6,29.2,12,HIT,HIT,True
42,2025-10-27,NBA,BKN@HOU,BKN,109,HOU,137,246,224.5,16.0,16.0,HOU,BKN,109,OVER,A,76.92,0.3,Rule2:StructuralOutlier,104.2,84.0,124.5,40.4,5,HIT,HIT,True
43,2025-10-27,NBA,BOS@NOP,BOS,122,NOP,90,212,231.5,4.5,4.5,BOS,NOP,90,UNDER,B,-23.5,13.0,Rule1:UpsetClause,113.5,102.0,125.0,23.0,7,HIT,MISS,False
44,2025-10-27,NBA,CLE@DET,CLE,116,DET,95,211,231.0,2.0,2.0,CLE,DET,95,OVER,C,21.0,22.8,Rule3:OverExecution,114.5,100.4,128.6,28.2,12,MISS,HIT,False
45,2025-10-27,NBA,DEN@MIN,DEN,127,MIN,114,241,229.5,6.5,6.5,MIN,DEN,127,OVER,A,8.75,7.4,Rule1:UpsetClause,111.5,100.3,122.7,22.3,5,HIT,MISS,False
46,2025-10-27,NBA,MEM@GSW,MEM,118,GSW,131,249,240.5,8.0,8.0,GSW,MEM,118,OVER,A,144.25,4.7,Rule1:UpsetClause,116.2,103.7,128.8,25.2,5,HIT,HIT,True
47,2025-10-27,NBA,OKC@DAL,OKC,101,DAL,94,195,226.5,8.5,8.5,DAL,OKC,101,OVER,A,72.5,4.0,Rule1:UpsetClause,109.0,95.9,122.1,26.2,5,HIT,HIT,True
48,2025-10-27,NBA,ORL@PHI,ORL,124,PHI,136,260,227.0,6.5,6.5,ORL,PHI,136,UNDER,A,-47.25,7.4,Rule1:UpsetClause,110.2,99.1,121.4,22.3,5,MISS,HIT,False
49,2025-10-27,NBA,PHX@UTA,PHX,134,UTA,138,272,229.5,2.0,2.0,UTA,PHX,134,UNDER,C,0.0,22.8,Rule4:UnderDefault,113.8,99.7,127.8,28.2,12,MISS,HIT,False
50,2025-10-27,NBA,POR@LAL,POR,122,LAL,108,230,228.0,3.0,3.0,LAL,POR,122,OVER,C,122.83,18.6,Rule3:OverExecution,112.5,97.3,127.7,30.3,12,HIT,HIT,True
51,2025-10-27,NBA,TOR@SAS,TOR,103,SAS,121,224,232.5,4.5,4.5,SAS,TOR,103,OVER,B,69.67,13.0,Rule1:UpsetClause,114.0,102.5,125.5,23.0,7,HIT,HIT,True
52,2025-10-28,NBA,CHA@MIA,CHA,117,MIA,144,261,239.5,4.5,4.5,MIA,CHA,117,OVER,B,96.5,13.0,Rule1:UpsetClause,117.5,106.0,129.0,23.0,7,HIT,HIT,True
53,2025-10-28,NBA,LAC@GSW,LAC,79,GSW,98,177,224.0,1.5,1.5,GSW,LAC,79,OVER,C,99.38,25.0,Rule3:OverExecution,111.2,97.7,124.8,27.2,12,MISS,HIT,False
54,2025-10-28,NBA,NYK@MIL,NYK,111,MIL,121,232,229.5,2.0,2.0,NYK,MIL,121,UNDER,C,-14.5,22.8,Rule4:UnderExecution,113.8,99.7,127.8,28.2,12,HIT,HIT,True
55,2025-10-28,NBA,PHI@WAS,PHI,139,WAS,134,273,239.5,4.5,4.5,PHI,WAS,134,OVER,B,77.5,13.0,Rule1:UpsetClause,117.5,106.0,129.0,23.0,7,HIT,MISS,False
56,2025-10-28,NBA,SAC@OKC,SAC,101,OKC,107,208,227.5,9.0,9.0,OKC,SAC,101,OVER,A,53.62,3.4,Rule1:UpsetClause,109.2,95.7,122.8,27.1,5,HIT,HIT,True
57,2025-10-29,NBA,ATL@BKN,ATL,117,BKN,112,229,238.5,8.5,8.5,ATL,BKN,112,OVER,A,71.12,4.0,Rule1:UpsetClause,115.0,101.9,128.1,26.1,5,HIT,HIT,True
58,2025-10-29,NBA,CLE@BOS,CLE,105,BOS,125,230,233.5,3.5,3.5,CLE,BOS,125,UNDER,B,-27.62,16.6,Rule4:UnderExecution,115.0,104.5,125.5,21.0,7,HIT,HIT,True
59,2025-10-29,NBA,HOU@TOR,HOU,139,TOR,121,260,233.5,5.5,5.5,HOU,TOR,121,OVER,A,81.12,9.9,Rule1:UpsetClause,114.0,103.8,124.2,20.4,5,HIT,HIT,True
60,2025-10-29,NBA,IND@DAL,IND,105,DAL,107,212,229.5,-6.0,6.0,IND,DAL,107,OVER,A,29.42,46.6,Rule3:OverExecution,111.8,101.0,122.5,21.4,5,HIT,HIT,True
61,2025-10-29,NBA,LAL@MIN,LAL,116,MIN,115,231,224.5,-7.5,7.5,LAL,MIN,115,OVER,A,49.5,47.9,Rule3:OverExecution,108.5,96.4,120.6,24.2,5,HIT,HIT,True
62,2025-10-29,NBA,MEM@PHX,MEM,114,PHX,113,227,242.0,-2.0,2.0,MEM,PHX,113,OVER,C,30.0,38.6,Rule3:OverExecution,120.0,105.9,134.1,28.2,12,HIT,HIT,True
63,2025-10-29,NBA,NOP@DEN,NOP,88,DEN,122,210,238.0,11.5,11.5,DEN,NOP,88,OVER,A,26.92,1.5,Rule1:UpsetClause,113.2,97.3,129.2,31.9,5,MISS,HIT,False
64,2025-10-29,NBA,ORL@DET,ORL,116,DET,135,251,227.5,2.0,2.0,ORL,DET,135,UNDER,C,-21.12,22.8,Rule4:UnderExecution,112.8,98.7,126.8,28.2,12,MISS,HIT,False
65,2025-10-29,NBA,POR@UTA,POR,136,UTA,134,270,235.0,-3.0,3.0,POR,UTA,134,OVER,C,58.25,41.4,Rule3:OverExecution,116.0,100.8,131.2,30.3,12,HIT,MISS,False
66,2025-10-29,NBA,SAC@CHI,SAC,113,CHI,126,239,238.0,4.5,4.5,CHI,SAC,113,UNDER,B,-51.5,13.0,Rule1:UpsetClause,116.8,105.2,128.2,23.0,7,HIT,HIT,True
67,2025-10-30,NBA,GSW@MIL,GSW,110,MIL,120,230,228.5,7.5,7.5,GSW,MIL,120,OVER,A,76.01,5.5,Rule1:UpsetClause,110.5,98.4,122.6,24.2,5,HIT,HIT,True
68,2025-10-30,NBA,MIA@SAS,MIA,101,SAS,107,208,228.0,5.5,5.5,SAS,MIA,101,OVER,A,58.75,9.9,Rule1:UpsetClause,111.2,101.0,121.5,20.4,5,MISS,HIT,False
69,2025-10-30,NBA,ORL@CHA,ORL,123,CHA,107,230,239.5,3.5,3.5,ORL,CHA,107,OVER,B,106.68,16.6,Rule3:OverExecution,118.0,107.5,128.5,21.0,7,MISS,HIT,False
70,2025-10-30,NBA,WAS@OKC,WAS,108,OKC,127,235,231.0,15.5,15.5,OKC,WAS,108,OVER,A,64.2,0.4,Rule2:StructuralOutlier,107.8,88.0,127.5,39.4,5,HIT,HIT,True
71,2025-10-31,NBA,ATL@IND,ATL,128,IND,108,236,232.5,2.0,2.0,ATL,IND,108,OVER,C,11.32,22.8,Rule3:OverExecution,115.2,101.2,129.3,28.2,12,HIT,HIT,True
72,2025-10-31,NBA,BOS@PHI,BOS,109,PHI,108,217,233.5,2.0,2.0,BOS,PHI,108,OVER,C,31.35,22.8,Rule3:OverExecution,115.8,101.7,129.8,28.2,12,HIT,HIT,True
73,2025-10-31,NBA,DEN@POR,DEN,107,POR,109,216,240.0,-5.5,5.5,DEN,POR,109,OVER,A,116.15,46.0,Rule3:OverExecution,117.2,107.0,127.5,20.4,5,HIT,HIT,True
74,2025-10-31,NBA,LAL@MEM,LAL,117,MEM,112,229,238.5,2.0,2.0,MEM,LAL,117,OVER,C,100.27,22.8,Rule3:OverExecution,118.2,104.2,132.3,28.2,12,HIT,HIT,True
75,2025-10-31,NBA,NOP@LAC,NOP,124,LAC,126,250,223.5,-11.0,11.0,NOP,LAC,126,UNDER,A,-61.25,49.4,Rule4:UnderExecution,106.2,90.8,121.7,30.9,5,MISS,HIT,False
76,2025-10-31,NBA,NYK@CHI,NYK,125,CHI,135,260,233.5,5.0,5.0,NYK,CHI,135,UNDER,B,-92.21,11.4,Rule1:UpsetClause,114.2,102.2,126.2,24.0,7,MISS,HIT,False
77,2025-10-31,NBA,TOR@CLE,TOR,112,CLE,101,213,237.0,4.5,4.5,CLE,TOR,112,OVER,B,33.7,13.0,Rule1:UpsetClause,116.2,104.8,127.8,23.0,7,HIT,HIT,True
78,2025-10-31,NBA,UTA@PHX,UTA,96,PHX,118,214,237.5,3.0,3.0,PHX,UTA,96,OVER,C,85.5,18.6,Rule3:OverExecution,117.2,102.1,132.4,30.3,12,MISS,HIT,False
79,2025-11-01,NBA,DAL@DET,DAL,110,DET,122,232,227.5,7.5,7.5,DET,DAL,110,UNDER,A,-28.6,5.5,Rule1:UpsetClause,110.0,97.9,122.1,24.2,5,HIT,HIT,True
80,2025-11-01,NBA,GSW@IND,GSW,109,IND,114,223,230.0,11.0,11.0,GSW,IND,114,OVER,A,37.33,1.7,Rule1:UpsetClause,109.5,94.0,125.0,30.9,5,HIT,HIT,True
81,2025-11-01,NBA,HOU@BOS,HOU,128,BOS,101,229,226.5,4.5,4.5,BOS,HOU,128,OVER,B,5.81,13.0,Rule1:UpsetClause,111.0,99.5,122.5,23.0,7,HIT,MISS,False
82,2025-11-01,NBA,MIN@CHA,MIN,122,CHA,105,227,235.5,4.5,4.5,MIN,CHA,105,OVER,B,62.32,13.0,Rule1:UpsetClause,115.5,104.0,127.0,23.0,7,HIT,HIT,True
83,2025-11-01,NBA,ORL@WAS,ORL,125,WAS,94,219,233.5,9.0,9.0,ORL,WAS,94,OVER,A,88.24,3.4,Rule1:UpsetClause,112.2,98.7,125.8,27.1,5,MISS,HIT,False
84,2025-11-01,NBA,SAC@MIL,SAC,135,MIL,133,268,233.0,6.5,6.5,MIL,SAC,135,UNDER,A,-35.12,7.4,Rule1:UpsetClause,113.2,102.1,124.4,22.3,5,MISS,HIT,False
85,2025-11-02,NBA,ATL@CLE,ATL,109,CLE,117,226,231.0,6.5,6.5,CLE,ATL,109,UNDER,A,-72.15,7.4,Rule1:UpsetClause,112.2,101.1,123.4,22.3,5,HIT,HIT,True
86,2025-11-02,NBA,CHI@NYK,CHI,116,NYK,128,244,235.5,7.5,7.5,NYK,CHI,116,UNDER,A,-6.72,5.5,Rule1:UpsetClause,114.0,101.9,126.1,24.2,5,HIT,HIT,True
87,2025-11-02,NBA,MEM@TOR,MEM,104,TOR,117,221,238.5,4.5,4.5,TOR,MEM,104,OVER,B,71.81,13.0,Rule1:UpsetClause,117.0,105.5,128.5,23.0,7,MISS,HIT,False
88,2025-11-02,NBA,MIA@LAL,MIA,120,LAL,130,250,232.0,5.0,5.0,LAL,MIA,120,OVER,B,63.73,11.4,Rule1:UpsetClause,113.5,101.5,125.5,24.0,7,HIT,HIT,True
89,2025-11-02,NBA,NOP@OKC,NOP,106,OKC,137,243,228.5,13.0,13.0,OKC,NOP,106,UNDER,A,-43.68,0.9,Rule2:StructuralOutlier,107.8,90.4,125.1,34.7,5,HIT,HIT,True
90,2025-11-02,NBA,PHI@BKN,PHI,129,BKN,105,234,233.0,4.5,4.5,PHI,BKN,105,OVER,B,97.6,13.0,Rule1:UpsetClause,114.2,102.8,125.8,23.0,7,HIT,HIT,True
91,2025-11-02,NBA,SAS@PHX,SAS,118,PHX,130,248,227.5,5.0,5.0,SAS,PHX,130,OVER,B,16.07,11.4,Rule1:UpsetClause,111.2,99.2,123.2,24.0,7,HIT,MISS,False
92,2025-11-02,NBA,UTA@CHA,UTA,103,CHA,126,229,233.0,1.5,1.5,UTA,CHA,126,OVER,C,52.82,25.0,Rule3:OverExecution,115.8,102.2,129.3,27.1,12,HIT,HIT,True
93,2025-11-03,NBA,DAL@HOU,DAL,102,HOU,110,212,225.5,12.5,12.5,HOU,DAL,102,OVER,A,27.8,1.0,Rule2:StructuralOutlier,106.5,89.6,123.4,33.8,5,HIT,HIT,True
94,2025-11-03,NBA,DET@MEM,DET,114,MEM,106,220,236.0,4.0,4.0,MEM,DET,114,UNDER,B,-10.95,14.7,Rule1:UpsetClause,116.0,105.0,127.0,22.0,7,HIT,HIT,True
95,2025-11-03,NBA,LAL@POR,LAL,123,POR,115,238,228.0,9.5,9.5,POR,LAL,123,OVER,A,81.87,2.9,Rule1:UpsetClause,109.2,95.2,123.3,28.1,5,HIT,HIT,True
96,2025-11-03,NBA,MIA@LAC,MIA,120,LAC,119,239,227.0,7.5,7.5,LAC,MIA,120,OVER,A,39.09,5.5,Rule1:UpsetClause,109.8,97.6,121.9,24.2,5,HIT,HIT,True
97,2025-11-03,NBA,MIL@IND,MIL,117,IND,115,232,235.0,6.0,6.0,MIL,IND,115,OVER,A,19.93,8.6,Rule1:UpsetClause,114.5,103.8,125.2,21.4,5,HIT,HIT,True
98,2025-11-03,NBA,MIN@BKN,MIN,125,BKN,109,234,226.0,9.5,9.5,MIN,BKN,109,OVER,A,47.27,2.9,Rule1:UpsetClause,108.2,94.2,122.3,28.1,5,HIT,HIT,True
99,2025-11-03,NBA,SAC@DEN,SAC,124,DEN,130,254,237.0,11.5,11.5,DEN,SAC,124,UNDER,A,-3.57,1.5,Rule1:UpsetClause,112.8,96.8,128.7,31.9,5,HIT,HIT,True
100,2025-11-03,NBA,UTA@BOS,UTA,105,BOS,103,208,233.0,10.5,10.5,BOS,UTA,105,UNDER,A,-2.96,2.1,Rule1:UpsetClause,111.2,96.3,126.2,29.9,5,HIT,HIT,True
101,2025-11-03,NBA,WAS@NYK,WAS,102,NYK,119,221,234.0,13.0,13.0,NYK,WAS,102,OVER,A,19.11,0.9,Rule2:StructuralOutlier,110.5,93.2,127.8,34.7,5,HIT,HIT,True
102,2025-11-04,NBA,CHA@NOP,CHA,112,NOP,116,228,229.5,2.5,2.5,NOP,CHA,112,OVER,C,25.96,20.7,Rule3:OverExecution,113.5,98.9,128.1,29.2,12,HIT,HIT,True
103,2025-11-04,NBA,MIL@TOR,MIL,100,TOR,128,228,237.5,2.0,2.0,TOR,MIL,100,OVER,C,88.42,22.8,Rule3:OverExecution,117.8,103.7,131.8,28.2,12,MISS,HIT,False
104,2025-11-04,NBA,ORL@ATL,ORL,112,ATL,127,239,240.0,3.5,3.5,ORL,ATL,127,UNDER,B,-32.48,16.6,Rule4:UnderExecution,118.2,107.8,128.8,21.0,7,HIT,HIT,True
105,2025-11-05,NBA,BKN@IND,BKN,112,IND,103,215,232.5,6.5,6.5,IND,BKN,112,OVER,A,31.79,7.4,Rule1:UpsetClause,113.0,101.8,124.2,22.3,5,HIT,HIT,True
106,2025-11-05,NBA,GSW@SAC,GSW,116,SAC,121,237,226.0,3.0,3.0,SAC,GSW,116,OVER,C,24.92,18.6,Rule3:OverExecution,111.5,96.3,126.7,30.3,12,HIT,HIT,True
107,2025-11-05,NBA,HOU@MEM,HOU,124,MEM,109,233,232.5,7.5,7.5,MEM,HOU,124,OVER,A,45.85,5.5,Rule1:UpsetClause,112.5,100.4,124.6,24.2,5,HIT,HIT,True
108,2025-11-05,NBA,MIA@DEN,MIA,112,DEN,122,234,241.5,9.0,9.0,DEN,MIA,112,OVER,A,52.14,3.4,Rule1:UpsetClause,116.2,102.7,129.8,27.1,5,HIT,HIT,True
109,2025-11-05,NBA,MIN@NYK,MIN,114,NYK,137,251,229.0,3.5,3.5,NYK,MIN,114,UNDER,B,-2.63,16.6,Rule4:UnderExecution,112.8,102.2,123.2,21.0,7,HIT,HIT,True
110,2025-11-05,NBA,NOP@DAL,NOP,101,DAL,99,200,226.0,-8.5,8.5,NOP,DAL,99,UNDER,A,-28.17,48.5,Rule4:UnderExecution,108.8,95.7,121.8,26.2,5,HIT,HIT,True
111,2025-11-05,NBA,OKC@POR,OKC,119,POR,121,240,232.0,-3.5,3.5,OKC,POR,121,OVER,B,71.25,42.6,Rule3:OverExecution,114.2,103.8,124.8,21.0,7,HIT,HIT,True
112,2025-11-05,NBA,PHI@CLE,PHI,121,CLE,132,253,234.0,12.0,12.0,CLE,PHI,121,OVER,A,25.69,1.2,Rule1:UpsetClause,111.0,94.6,127.4,32.8,5,HIT,HIT,True
113,2025-11-05,NBA,SAS@LAL,SAS,116,LAL,118,234,227.5,-2.0,2.0,SAS,LAL,118,OVER,C,74.7,38.6,Rule3:OverExecution,112.8,98.7,126.8,28.2,12,HIT,HIT,True
114,2025-11-05,NBA,UTA@DET,UTA,103,DET,114,217,233.5,10.0,10.0,DET,UTA,103,OVER,A,19.19,2.4,Rule1:UpsetClause,111.8,97.2,126.2,29.0,5,HIT,HIT,True
115,2025-11-05,NBA,WAS@BOS,WAS,107,BOS,136,243,232.5,13.0,13.0,BOS,WAS,107,UNDER,A,-53.53,0.9,Rule2:StructuralOutlier,109.8,92.4,127.1,34.7,5,HIT,HIT,True
116,2025-11-06,NBA,LAC@PHX,LAC,102,PHX,115,217,224.5,2.5,2.5,PHX,LAC,102,OVER,C,21.0,20.7,Rule3:OverExecution,111.0,96.4,125.6,29.2,12,HIT,HIT,True
117,2025-11-07,NBA,BOS@ORL,BOS,110,ORL,123,233,226.5,3.5,3.5,ORL,BOS,110,UNDER,B,-33.23,16.6,Rule4:UnderExecution,111.5,101.0,122.0,21.0,7,HIT,HIT,True
118,2025-11-07,NBA,CHA@MIA,CHA,108,MIA,126,234,235.0,7.0,7.0,MIA,CHA,108,OVER,A,33.82,6.4,Rule1:UpsetClause,114.0,102.3,125.7,23.3,5,HIT,HIT,True
119,2025-11-07,NBA,CHI@MIL,CHI,110,MIL,126,236,240.0,4.5,4.5,MIL,CHI,110,OVER,B,85.74,13.0,Rule1:UpsetClause,117.8,106.2,129.2,23.0,7,HIT,HIT,True
120,2025-11-07,NBA,CLE@WAS,CLE,148,WAS,115,263,240.5,13.5,13.5,CLE,WAS,115,UNDER,A,-4.23,0.7,Rule2:StructuralOutlier,113.5,95.7,131.3,35.6,5,HIT,HIT,True
121,2025-11-07,NBA,DAL@MEM,DAL,104,MEM,118,222,233.0,4.0,4.0,MEM,DAL,104,UNDER,B,-101.11,14.7,Rule1:UpsetClause,114.5,103.5,125.5,22.0,7,HIT,HIT,True
122,2025-11-07,NBA,DET@BKN,DET,125,BKN,107,232,227.5,10.5,10.5,BKN,DET,125,UNDER,A,-1.39,2.1,Rule1:UpsetClause,108.5,93.5,123.5,29.9,5,MISS,HIT,False
123,2025-11-07,NBA,GSW@DEN,GSW,104,DEN,129,233,230.0,9.5,9.5,DEN,GSW,104,UNDER,A,-16.31,2.9,Rule1:UpsetClause,110.2,96.2,124.3,28.1,5,HIT,HIT,True
124,2025-11-07,NBA,HOU@SAS,HOU,110,SAS,121,231,225.0,4.0,4.0,HOU,SAS,121,OVER,B,66.4,14.7,Rule1:UpsetClause,110.5,99.5,121.5,22.0,7,HIT,HIT,True
