num,date,league,matchup,away,away_score,home,home_score,actual_total,market_total,market_spread,abs_spread,favorite,underdog,ud_score,pick,tier,ensemble,win_prob,rule,base_line,scaled_over,scaled_under,zone_width,flat,primary_result,dual_result,both_hit
331,2025-12-05,NBA,DEN@ATL,DEN,134,ATL,133,267,239.5,-3.5,3.5,DEN,ATL,133,OVER,B,89.59,42.6,Rule3:OverExecution,118.0,107.5,128.5,21.0,7,HIT,MISS,False
332,2025-12-05,NBA,IND@CHI,IND,120,CHI,105,225,235.5,-4.5,4.5,IND,CHI,105,UNDER,B,-87.1,44.5,Rule4:UnderExecution,115.5,104.0,127.0,23.0,7,HIT,HIT,True
333,2025-12-05,NBA,LAC@MEM,LAC,98,MEM,107,205,223.5,-2.0,2.0,LAC,MEM,107,UNDER,C,-22.28,38.6,Rule4:UnderExecution,110.8,96.7,124.8,28.2,12,HIT,HIT,True
334,2025-12-05,NBA,LAL@BOS,LAL,105,BOS,126,231,227.5,9.0,9.0,BOS,LAL,105,OVER,A,76.72,3.4,Rule1:UpsetClause,109.2,95.7,122.8,27.1,5,HIT,HIT,True
335,2025-12-05,NBA,MIA@ORL,MIA,105,ORL,106,211,241.0,7.0,7.0,ORL,MIA,105,OVER,A,54.43,6.4,Rule1:UpsetClause,117.0,105.3,128.7,23.3,5,MISS,HIT,False
336,2025-12-05,NBA,PHI@MIL,PHI,116,MIL,101,217,221.5,1.0,1.0,MIL,PHI,116,OVER,C,10.84,27.2,Rule3:OverExecution,110.2,97.2,123.3,26.1,12,HIT,HIT,True
337,2025-12-05,NBA,PHX@HOU,PHX,98,HOU,117,215,219.0,8.5,8.5,HOU,PHX,98,OVER,A,72.37,4.0,Rule1:UpsetClause,105.2,92.2,118.3,26.2,5,HIT,HIT,True
338,2025-12-05,NBA,POR@DET,POR,116,DET,122,238,235.5,-8.5,8.5,POR,DET,122,OVER,A,42.45,48.5,Rule3:OverExecution,113.5,100.4,126.6,26.2,5,HIT,HIT,True
339,2025-12-05,NBA,SAS@CLE,SAS,117,CLE,130,247,238.5,5.5,5.5,CLE,SAS,117,OVER,A,60.67,9.9,Rule1:UpsetClause,116.5,106.3,126.7,20.4,5,HIT,HIT,True
340,2025-12-05,NBA,UTA@NYK,UTA,112,NYK,146,258,243.0,16.0,16.0,NYK,UTA,112,OVER,A,38.61,0.3,Rule2:StructuralOutlier,113.5,93.3,133.7,40.4,5,HIT,HIT,True
341,2025-12-06,NBA,ATL@WAS,ATL,131,WAS,116,247,237.5,9.5,9.5,ATL,WAS,116,UNDER,A,-18.9,2.9,Rule1:UpsetClause,114.0,100.0,128.0,28.1,5,HIT,HIT,True
342,2025-12-06,NBA,GSW@CLE,GSW,99,CLE,94,193,230.5,9.5,9.5,CLE,GSW,99,UNDER,A,-18.64,2.9,Rule1:UpsetClause,110.5,96.5,124.5,28.1,5,HIT,HIT,True
343,2025-12-06,NBA,HOU@DAL,HOU,109,DAL,122,231,221.5,6.5,6.5,DAL,HOU,109,OVER,A,25.8,7.4,Rule1:UpsetClause,107.5,96.3,118.7,22.3,5,HIT,HIT,True
344,2025-12-06,NBA,LAC@MIN,LAC,106,MIN,109,215,228.0,8.0,8.0,MIN,LAC,106,OVER,A,48.73,4.7,Rule1:UpsetClause,110.0,97.4,122.6,25.2,5,HIT,HIT,True
345,2025-12-06,NBA,MIL@DET,MIL,112,DET,124,236,223.5,12.5,12.5,DET,MIL,112,UNDER,A,-31.21,1.0,Rule2:StructuralOutlier,105.5,88.6,122.4,33.8,5,HIT,HIT,True
346,2025-12-06,NBA,NOP@BKN,NOP,101,BKN,119,220,227.5,4.0,4.0,BKN,NOP,101,UNDER,B,-49.33,14.7,Rule1:UpsetClause,111.8,100.8,122.8,22.0,7,HIT,HIT,True
347,2025-12-06,NBA,SAC@MIA,SAC,127,MIA,111,238,241.5,8.5,8.5,MIA,SAC,127,UNDER,A,-18.55,4.0,Rule1:UpsetClause,116.5,103.4,129.6,26.1,5,HIT,HIT,True
348,2025-12-07,NBA,BOS@TOR,BOS,121,TOR,113,234,224.5,3.5,3.5,BOS,TOR,113,UNDER,B,-42.55,16.6,Rule4:UnderExecution,110.5,100.0,121.0,21.0,7,HIT,HIT,True
349,2025-12-07,NBA,DEN@CHA,DEN,115,CHA,106,221,235.5,10.5,10.5,DEN,CHA,106,OVER,A,25.86,2.1,Rule1:UpsetClause,112.5,97.5,127.5,29.9,5,HIT,HIT,True
350,2025-12-07,NBA,GSW@CHI,GSW,123,CHI,91,214,229.5,1.0,1.0,GSW,CHI,91,UNDER,C,-65.89,27.2,Rule4:UnderExecution,114.2,101.2,127.3,26.1,12,HIT,MISS,False
351,2025-12-07,NBA,LAL@PHI,LAL,112,PHI,108,220,234.0,2.5,2.5,LAL,PHI,108,OVER,C,33.51,20.7,Rule3:OverExecution,115.8,101.1,130.4,29.2,12,HIT,HIT,True
352,2025-12-07,NBA,OKC@UTA,OKC,131,UTA,101,232,234.0,11.5,11.5,OKC,UTA,101,OVER,A,75.67,1.5,Rule1:UpsetClause,111.2,95.3,127.2,31.8,5,HIT,HIT,True
353,2025-12-07,NBA,ORL@NYK,ORL,100,NYK,106,206,229.5,1.0,1.0,NYK,ORL,100,OVER,C,44.03,27.2,Rule3:OverExecution,114.2,101.2,127.3,26.1,12,MISS,HIT,False
354,2025-12-07,NBA,POR@MEM,POR,96,MEM,119,215,232.5,2.0,2.0,MEM,POR,96,UNDER,C,-21.37,22.8,Rule4:UnderExecution,115.2,101.2,129.3,28.2,12,HIT,MISS,False
355,2025-12-08,NBA,PHX@MIN,PHX,108,MIN,105,213,225.5,8.0,8.0,MIN,PHX,108,OVER,A,81.82,4.7,Rule1:UpsetClause,108.8,96.2,121.3,25.2,5,HIT,HIT,True
356,2025-12-08,NBA,SAC@IND,SAC,105,IND,116,221,232.0,4.0,4.0,IND,SAC,105,UNDER,B,-80.96,14.7,Rule1:UpsetClause,114.0,103.0,125.0,22.0,7,HIT,HIT,True
357,2025-12-08,NBA,SAS@NOP,SAS,135,NOP,132,267,238.5,8.0,8.0,SAS,NOP,132,OVER,A,35.92,4.7,Rule1:UpsetClause,115.2,102.7,127.8,25.2,5,HIT,MISS,False
358,2025-12-09,NBA,MIA@ORL,MIA,108,ORL,117,225,235.0,1.5,1.5,ORL,MIA,108,OVER,C,16.96,25.0,Rule3:OverExecution,116.8,103.2,130.3,27.1,12,HIT,HIT,True
359,2025-12-09,NBA,NYK@TOR,NYK,117,TOR,101,218,226.5,6.0,6.0,NYK,TOR,101,UNDER,A,-46.27,8.6,Rule1:UpsetClause,110.2,99.5,121.0,21.4,5,HIT,HIT,True
360,2025-12-10,NBA,PHX@OKC,PHX,89,OKC,138,227,221.5,15.5,15.5,OKC,PHX,89,OVER,A,73.1,0.4,Rule2:StructuralOutlier,103.0,83.3,122.7,39.4,5,HIT,HIT,True
361,2025-12-10,NBA,SAS@LAL,SAS,132,LAL,119,251,243.0,7.0,7.0,LAL,SAS,132,OVER,A,69.15,6.4,Rule1:UpsetClause,118.0,106.3,129.7,23.3,5,HIT,MISS,False
362,2025-12-11,NBA,BOS@MIL,BOS,101,MIL,116,217,222.5,9.5,9.5,BOS,MIL,116,OVER,A,7.07,2.9,Rule1:UpsetClause,106.5,92.5,120.5,28.1,5,HIT,HIT,True
363,2025-12-11,NBA,DEN@SAC,DEN,136,SAC,105,241,240.0,10.5,10.5,DEN,SAC,105,OVER,A,15.81,2.1,Rule1:UpsetClause,114.8,99.8,129.7,29.9,5,HIT,HIT,True
364,2025-12-11,NBA,LAC@HOU,LAC,113,HOU,115,228,221.5,9.0,9.0,HOU,LAC,113,OVER,A,30.73,3.4,Rule1:UpsetClause,106.2,92.7,119.8,27.1,5,HIT,HIT,True
365,2025-12-11,NBA,POR@NOP,POR,120,NOP,143,263,242.5,4.0,4.0,NOP,POR,120,OVER,B,47.08,14.7,Rule1:UpsetClause,119.2,108.2,130.2,22.0,7,HIT,HIT,True
366,2025-12-12,NBA,ATL@DET,ATL,115,DET,142,257,233.0,7.0,7.0,DET,ATL,115,OVER,A,36.15,6.4,Rule1:UpsetClause,113.0,101.3,124.7,23.3,5,HIT,HIT,True
367,2025-12-12,NBA,BKN@DAL,BKN,111,DAL,119,230,219.0,7.5,7.5,DAL,BKN,111,UNDER,A,-15.8,5.5,Rule1:UpsetClause,105.8,93.6,117.9,24.2,5,HIT,HIT,True
368,2025-12-12,NBA,CHI@CHA,CHI,129,CHA,126,255,229.5,2.5,2.5,CHI,CHA,126,UNDER,C,-80.63,20.7,Rule4:UnderExecution,113.5,98.9,128.1,29.2,12,HIT,HIT,True
369,2025-12-12,NBA,CLE@WAS,CLE,130,WAS,126,256,246.0,17.0,17.0,CLE,WAS,126,UNDER,A,-19.74,0.2,Rule2:StructuralOutlier,114.5,93.3,135.7,42.3,5,HIT,HIT,True
370,2025-12-12,NBA,IND@PHI,IND,105,PHI,115,220,221.0,5.0,5.0,PHI,IND,105,UNDER,B,-15.2,11.4,Rule1:UpsetClause,108.0,96.0,120.0,24.0,7,HIT,HIT,True
371,2025-12-12,NBA,MIN@GSW,MIN,127,GSW,120,247,229.0,5.0,5.0,GSW,MIN,127,OVER,B,0.58,11.4,Rule1:UpsetClause,112.0,100.0,124.0,24.0,7,HIT,MISS,False
372,2025-12-12,NBA,UTA@MEM,UTA,130,MEM,126,256,244.0,7.5,7.5,MEM,UTA,130,UNDER,A,-4.62,5.5,Rule1:UpsetClause,118.2,106.1,130.4,24.2,5,HIT,HIT,True
373,2025-12-13,NBA,NYK@ORL,NYK,132,ORL,120,252,225.0,4.0,4.0,NYK,ORL,120,OVER,B,9.03,14.7,Rule1:UpsetClause,110.5,99.5,121.5,22.0,7,HIT,HIT,True
374,2025-12-13,NBA,SAS@OKC,SAS,111,OKC,109,220,234.0,10.0,10.0,OKC,SAS,111,OVER,A,86.51,2.4,Rule1:UpsetClause,112.0,97.5,126.5,29.0,5,HIT,HIT,True
375,2025-12-14,NBA,CHA@CLE,CHA,119,CLE,111,230,233.0,12.5,12.5,CLE,CHA,119,UNDER,A,-41.94,1.0,Rule2:StructuralOutlier,110.2,93.4,127.1,33.8,5,HIT,HIT,True
376,2025-12-14,NBA,GSW@POR,GSW,131,POR,136,267,238.0,5.0,5.0,POR,GSW,131,UNDER,B,-34.21,11.4,Rule1:UpsetClause,116.5,104.5,128.5,24.0,7,MISS,HIT,False
377,2025-12-14,NBA,LAL@PHX,LAL,116,PHX,114,230,232.0,1.5,1.5,PHX,LAL,116,OVER,C,43.5,25.0,Rule3:OverExecution,115.2,101.7,128.8,27.1,12,HIT,HIT,True
378,2025-12-14,NBA,MIL@BKN,MIL,82,BKN,127,209,216.0,1.0,1.0,MIL,BKN,127,UNDER,C,-6.46,27.2,Rule4:UnderExecution,107.5,94.5,120.5,26.1,12,MISS,HIT,False
379,2025-12-14,NBA,NOP@CHI,NOP,114,CHI,104,218,247.5,4.5,4.5,CHI,NOP,114,OVER,B,28.89,13.0,Rule1:UpsetClause,121.5,110.0,133.0,23.0,7,HIT,HIT,True
380,2025-12-14,NBA,PHI@ATL,PHI,117,ATL,120,237,226.0,4.5,4.5,ATL,PHI,117,UNDER,B,-28.97,13.0,Rule1:UpsetClause,110.8,99.2,122.2,23.0,7,HIT,HIT,True
381,2025-12-14,NBA,SAC@MIN,SAC,103,MIN,117,220,235.5,10.0,10.0,MIN,SAC,103,UNDER,A,-4.73,2.4,Rule1:UpsetClause,112.8,98.2,127.2,29.0,5,HIT,HIT,True
382,2025-12-14,NBA,WAS@IND,WAS,108,IND,89,197,233.5,10.0,10.0,IND,WAS,108,UNDER,A,-24.06,2.4,Rule1:UpsetClause,111.8,97.2,126.2,29.0,5,HIT,HIT,True
383,2025-12-15,NBA,DAL@UTA,DAL,133,UTA,140,273,241.5,1.0,1.0,DAL,UTA,140,OVER,C,54.58,27.2,Rule3:OverExecution,120.2,107.2,133.3,26.1,12,HIT,MISS,False
384,2025-12-15,NBA,DET@BOS,DET,112,BOS,105,217,231.5,1.0,1.0,BOS,DET,112,OVER,C,61.39,27.2,Rule3:OverExecution,115.2,102.2,128.3,26.1,12,HIT,HIT,True
385,2025-12-15,NBA,HOU@DEN,HOU,125,DEN,128,253,237.5,1.0,1.0,DEN,HOU,125,OVER,C,74.46,27.2,Rule3:OverExecution,118.2,105.2,131.3,26.1,12,HIT,HIT,True
386,2025-12-15,NBA,MEM@LAC,MEM,121,LAC,103,224,229.5,-5.5,5.5,MEM,LAC,103,UNDER,A,-16.88,46.0,Rule4:UnderExecution,112.0,101.8,122.2,20.4,5,HIT,HIT,True
387,2025-12-15,NBA,TOR@MIA,TOR,106,MIA,96,202,233.0,5.0,5.0,MIA,TOR,106,UNDER,B,-45.8,11.4,Rule1:UpsetClause,114.0,102.0,126.0,24.0,7,HIT,HIT,True
388,2025-12-16,NBA,SAS@NYK,SAS,113,NYK,124,237,233.0,2.5,2.5,NYK,SAS,113,OVER,C,58.84,20.7,Rule3:OverExecution,115.2,100.6,129.9,29.2,12,HIT,HIT,True
389,2025-12-17,NBA,CLE@CHI,CLE,111,CHI,127,238,243.5,5.5,5.5,CLE,CHI,127,UNDER,A,-50.39,9.9,Rule1:UpsetClause,119.0,108.8,129.2,20.4,5,HIT,HIT,True
390,2025-12-17,NBA,MEM@MIN,MEM,116,MIN,110,226,227.0,6.5,6.5,MIN,MEM,116,UNDER,A,-25.68,7.4,Rule1:UpsetClause,110.2,99.1,121.4,22.3,5,HIT,HIT,True
391,2025-12-18,NBA,ATL@CHA,ATL,126,CHA,133,259,246.0,2.5,2.5,CHA,ATL,126,OVER,C,21.62,20.7,Rule3:OverExecution,121.8,107.1,136.4,29.2,12,HIT,HIT,True
392,2025-12-18,NBA,DET@DAL,DET,114,DAL,116,230,233.0,1.5,1.5,DAL,DET,114,OVER,C,73.94,25.0,Rule3:OverExecution,115.8,102.2,129.3,27.1,12,HIT,HIT,True
393,2025-12-18,NBA,GSW@PHX,GSW,98,PHX,99,197,231.0,2.0,2.0,PHX,GSW,98,UNDER,C,-31.02,22.8,Rule4:UnderExecution,114.5,100.4,128.6,28.2,12,HIT,MISS,False
394,2025-12-18,NBA,HOU@NOP,HOU,128,NOP,133,261,236.0,9.5,9.5,HOU,NOP,133,OVER,A,31.29,2.9,Rule1:UpsetClause,113.2,99.2,127.3,28.1,5,HIT,MISS,False
395,2025-12-18,NBA,LAC@OKC,LAC,101,OKC,122,223,222.5,17.0,17.0,OKC,LAC,101,OVER,A,9.66,0.2,Rule2:StructuralOutlier,102.8,81.6,123.9,42.3,5,HIT,HIT,True
396,2025-12-18,NBA,LAL@UTA,LAL,143,UTA,135,278,249.5,7.0,7.0,LAL,UTA,135,OVER,A,67.91,6.4,Rule1:UpsetClause,121.2,109.6,132.9,23.3,5,HIT,MISS,False
397,2025-12-18,NBA,MIA@BKN,MIA,106,BKN,95,201,236.0,11.5,11.5,MIA,BKN,95,UNDER,A,-49.61,1.5,Rule1:UpsetClause,112.2,96.3,128.2,31.9,5,HIT,MISS,False
398,2025-12-18,NBA,NYK@IND,NYK,114,IND,113,227,225.0,2.5,2.5,NYK,IND,113,UNDER,C,-16.49,20.7,Rule4:UnderExecution,111.2,96.6,125.9,29.2,12,HIT,HIT,True
399,2025-12-18,NBA,ORL@DEN,ORL,115,DEN,126,241,238.0,4.5,4.5,DEN,ORL,115,OVER,B,63.66,13.0,Rule1:UpsetClause,116.8,105.2,128.2,23.0,7,HIT,HIT,True
400,2025-12-18,NBA,TOR@MIL,TOR,111,MIL,105,216,218.0,4.5,4.5,TOR,MIL,105,UNDER,B,-30.58,13.0,Rule1:UpsetClause,106.8,95.2,118.2,23.0,7,HIT,HIT,True
401,2025-12-18,NBA,WAS@SAS,WAS,94,SAS,119,213,241.0,16.0,16.0,SAS,WAS,94,OVER,A,19.27,0.3,Rule2:StructuralOutlier,112.5,92.3,132.7,40.4,5,HIT,HIT,True
402,2025-12-19,NBA,CHI@CLE,CHI,136,CLE,125,261,240.0,8.0,8.0,CLE,CHI,136,UNDER,A,-49.57,4.7,Rule1:UpsetClause,116.0,103.4,128.6,25.2,5,MISS,HIT,False
403,2025-12-19,NBA,MIA@BOS,MIA,116,BOS,129,245,234.0,8.0,8.0,BOS,MIA,116,UNDER,A,-11.15,4.7,Rule1:UpsetClause,113.0,100.4,125.6,25.2,5,HIT,HIT,True
404,2025-12-19,NBA,OKC@MIN,OKC,107,MIN,112,219,231.0,7.0,7.0,OKC,MIN,112,OVER,A,48.99,6.4,Rule1:UpsetClause,112.0,100.3,123.7,23.3,5,HIT,HIT,True
405,2025-12-19,NBA,PHI@NYK,PHI,116,NYK,107,223,233.5,3.5,3.5,NYK,PHI,116,OVER,B,2.67,16.6,Rule3:OverExecution,115.0,104.5,125.5,21.0,7,HIT,HIT,True
406,2025-12-19,NBA,SAS@ATL,SAS,126,ATL,98,224,238.5,6.0,6.0,SAS,ATL,98,OVER,A,78.45,8.6,Rule1:UpsetClause,116.2,105.5,127.0,21.4,5,MISS,HIT,False
407,2025-12-20,NBA,BOS@TOR,BOS,112,TOR,96,208,216.5,4.0,4.0,TOR,BOS,112,UNDER,B,-25.51,14.7,Rule1:UpsetClause,106.2,95.2,117.2,22.0,7,HIT,HIT,True
408,2025-12-20,NBA,CHA@DET,CHA,86,DET,123,209,230.0,9.5,9.5,DET,CHA,86,UNDER,A,-7.17,2.9,Rule1:UpsetClause,110.2,96.2,124.3,28.1,5,HIT,MISS,False
409,2025-12-20,NBA,DAL@PHI,DAL,114,PHI,121,235,227.5,2.5,2.5,DAL,PHI,121,OVER,C,16.54,20.7,Rule3:OverExecution,112.5,97.9,127.1,29.2,12,HIT,HIT,True
410,2025-12-20,NBA,HOU@DEN,HOU,115,DEN,101,216,235.0,3.0,3.0,HOU,DEN,101,OVER,C,140.88,18.6,Rule3:OverExecution,116.0,100.8,131.2,30.3,12,HIT,HIT,True
411,2025-12-20,NBA,IND@NOP,IND,109,NOP,128,237,238.5,5.0,5.0,NOP,IND,109,UNDER,B,-20.58,11.4,Rule1:UpsetClause,116.8,104.8,128.8,24.0,7,HIT,HIT,True
412,2025-12-21,NBA,CHI@ATL,CHI,152,ATL,150,302,261.0,2.0,2.0,ATL,CHI,152,OVER,C,17.62,22.8,Rule3:OverExecution,129.5,115.4,143.6,28.2,12,HIT,MISS,False
413,2025-12-21,NBA,HOU@SAC,HOU,124,SAC,125,249,228.5,10.5,10.5,SAC,HOU,124,UNDER,A,-24.63,2.1,Rule1:UpsetClause,109.0,94.0,124.0,29.9,5,MISS,HIT,False
414,2025-12-21,NBA,MIA@NYK,MIA,125,NYK,132,257,231.0,5.0,5.0,NYK,MIA,125,OVER,B,20.13,11.4,Rule1:UpsetClause,113.0,101.0,125.0,24.0,7,HIT,PUSH,False
415,2025-12-21,NBA,MIL@MIN,MIL,100,MIN,103,203,222.5,7.5,7.5,MIN,MIL,100,UNDER,A,-17.36,5.5,Rule1:UpsetClause,107.5,95.4,119.6,24.2,5,HIT,HIT,True
416,2025-12-21,NBA,SAS@WAS,SAS,124,WAS,113,237,236.0,14.0,14.0,WAS,SAS,124,UNDER,A,-14.24,0.6,Rule2:StructuralOutlier,111.0,92.7,129.3,36.6,5,HIT,HIT,True
417,2025-12-21,NBA,TOR@BKN,TOR,81,BKN,96,177,215.5,4.0,4.0,BKN,TOR,81,UNDER,B,-114.4,14.7,Rule1:UpsetClause,105.8,94.8,116.8,22.0,7,HIT,MISS,False
418,2025-12-22,NBA,CHA@CLE,CHA,132,CLE,139,271,251.0,9.5,9.5,CLE,CHA,132,UNDER,A,-41.4,2.9,Rule1:UpsetClause,120.8,106.7,134.8,28.1,5,HIT,HIT,True
419,2025-12-22,NBA,DAL@NOP,DAL,113,NOP,119,232,244.0,4.0,4.0,NOP,DAL,113,OVER,B,42.96,14.7,Rule1:UpsetClause,120.0,109.0,131.0,22.0,7,HIT,HIT,True
420,2025-12-22,NBA,DET@POR,DET,110,POR,102,212,234.5,8.0,8.0,POR,DET,110,OVER,A,59.78,4.7,Rule1:UpsetClause,113.2,100.7,125.8,25.2,5,HIT,HIT,True
421,2025-12-22,NBA,IND@BOS,IND,95,BOS,103,198,232.0,11.0,11.0,BOS,IND,95,UNDER,A,-45.33,1.7,Rule1:UpsetClause,110.5,95.0,126.0,30.9,5,HIT,MISS,False
422,2025-12-22,NBA,MEM@OKC,MEM,103,OKC,119,222,233.5,11.5,11.5,OKC,MEM,103,UNDER,A,-27.16,1.5,Rule1:UpsetClause,111.0,95.1,126.9,31.8,5,HIT,HIT,True
423,2025-12-22,NBA,ORL@GSW,ORL,97,GSW,120,217,229.5,5.0,5.0,GSW,ORL,97,UNDER,B,-3.59,11.4,Rule1:UpsetClause,112.2,100.2,124.2,24.0,7,HIT,MISS,False
424,2025-12-22,NBA,UTA@DEN,UTA,112,DEN,135,247,250.0,20.5,20.5,DEN,UTA,112,OVER,A,93.54,0.1,Rule2:StructuralOutlier,114.8,90.3,139.2,48.9,5,HIT,HIT,True
425,2025-12-23,NBA,BKN@PHI,BKN,114,PHI,106,220,216.5,9.5,9.5,PHI,BKN,114,UNDER,A,-29.24,2.9,Rule1:UpsetClause,103.5,89.5,117.5,28.1,5,HIT,HIT,True
426,2025-12-23,NBA,CHI@ATL,CHI,126,ATL,123,249,254.5,3.5,3.5,ATL,CHI,126,OVER,B,67.16,16.6,Rule3:OverExecution,125.5,115.0,136.0,21.0,7,HIT,HIT,True
427,2025-12-23,NBA,MIL@IND,MIL,111,IND,94,205,217.0,1.5,1.5,MIL,IND,94,UNDER,C,-69.79,25.0,Rule4:UnderExecution,107.8,94.2,121.3,27.2,12,HIT,MISS,False
428,2025-12-23,NBA,NOP@CLE,NOP,118,CLE,141,259,248.5,10.0,10.0,CLE,NOP,118,OVER,A,10.16,2.4,Rule1:UpsetClause,119.2,104.8,133.8,29.0,5,HIT,HIT,True
429,2025-12-23,NBA,TOR@MIA,TOR,112,MIA,91,203,227.5,5.5,5.5,MIA,TOR,112,UNDER,A,-105.62,9.9,Rule1:UpsetClause,111.0,100.8,121.2,20.4,5,HIT,HIT,True
430,2025-12-23,NBA,WAS@CHA,WAS,109,CHA,126,235,229.5,8.0,8.0,CHA,WAS,109,UNDER,A,-32.1,4.7,Rule1:UpsetClause,110.8,98.2,123.3,25.2,5,HIT,HIT,True
431,2025-12-24,NBA,CLE@NYK,CLE,124,NYK,126,250,237.5,3.5,3.5,NYK,CLE,124,OVER,B,31.49,16.6,Rule3:OverExecution,117.0,106.5,127.5,21.0,7,HIT,HIT,True
432,2025-12-24,NBA,DAL@GSW,DAL,116,GSW,126,242,228.5,10.5,10.5,GSW,DAL,116,UNDER,A,-18.4,2.1,Rule1:UpsetClause,109.0,94.0,124.0,29.9,5,HIT,HIT,True
433,2025-12-24,NBA,HOU@LAL,HOU,119,LAL,96,215,233.0,5.0,5.0,HOU,LAL,96,OVER,B,86.63,11.4,Rule1:UpsetClause,114.0,102.0,126.0,24.0,7,MISS,HIT,False
434,2025-12-24,NBA,MIN@DEN,MIN,138,DEN,142,280,232.0,1.0,1.0,DEN,MIN,138,OVER,C,49.05,27.2,Rule3:OverExecution,115.5,102.5,128.6,26.1,12,HIT,MISS,False
435,2025-12-24,NBA,SAS@OKC,SAS,117,OKC,102,219,246.5,10.5,10.5,OKC,SAS,117,OVER,A,14.66,2.1,Rule1:UpsetClause,118.0,103.0,133.0,29.9,5,HIT,HIT,True
436,2025-12-25,NBA,CLE@NYK,CLE,124,NYK,126,250,237.5,3.5,3.5,NYK,CLE,124,OVER,B,41.3,16.6,Rule3:OverExecution,117.0,106.5,127.5,21.0,7,HIT,HIT,True
437,2025-12-25,NBA,DAL@GSW,DAL,116,GSW,126,242,228.5,10.5,10.5,GSW,DAL,116,UNDER,A,-1.91,2.1,Rule1:UpsetClause,109.0,94.0,124.0,29.9,5,HIT,HIT,True
438,2025-12-25,NBA,HOU@LAL,HOU,119,LAL,96,215,233.0,5.0,5.0,HOU,LAL,96,OVER,B,57.4,11.4,Rule1:UpsetClause,114.0,102.0,126.0,24.0,7,MISS,HIT,False
439,2025-12-25,NBA,SAS@OKC,SAS,117,OKC,102,219,246.5,10.5,10.5,OKC,SAS,117,UNDER,A,-17.18,2.1,Rule1:UpsetClause,118.0,103.0,133.0,29.9,5,HIT,HIT,True
440,2025-12-26,NBA,BOS@IND,BOS,140,IND,122,262,229.5,5.0,5.0,BOS,IND,122,UNDER,B,-86.8,11.4,Rule1:UpsetClause,112.2,100.2,124.2,24.0,7,HIT,HIT,True
441,2025-12-26,NBA,CHA@ORL,CHA,120,ORL,105,225,236.5,3.0,3.0,ORL,CHA,120,UNDER,C,-14.92,18.6,Rule4:UnderExecution,116.8,101.6,131.9,30.3,12,HIT,HIT,True
442,2025-12-26,NBA,DET@UTA,DET,129,UTA,131,260,249.0,-8.0,8.0,DET,UTA,131,OVER,A,52.03,48.3,Rule3:OverExecution,120.5,107.9,133.1,25.2,5,HIT,HIT,True
443,2025-12-26,NBA,LAC@POR,LAC,119,POR,103,222,228.5,-3.0,3.0,LAC,POR,103,UNDER,C,-18.89,41.4,Rule4:UnderExecution,112.8,97.6,127.9,30.3,12,HIT,HIT,True
444,2025-12-26,NBA,MIA@ATL,MIA,126,ATL,111,237,254.0,2.5,2.5,ATL,MIA,126,OVER,C,36.87,20.7,Rule3:OverExecution,125.8,111.1,140.4,29.2,12,HIT,HIT,True
445,2025-12-26,NBA,MIL@MEM,MIL,104,MEM,125,229,229.0,2.5,2.5,MEM,MIL,104,UNDER,C,-57.05,20.7,Rule4:UnderExecution,113.2,98.6,127.9,29.2,12,HIT,HIT,True
446,2025-12-26,NBA,PHI@CHI,PHI,102,CHI,109,211,240.0,-5.5,5.5,PHI,CHI,109,OVER,A,32.03,46.0,Rule3:OverExecution,117.2,107.0,127.5,20.4,5,HIT,HIT,True
447,2025-12-26,NBA,PHX@NOP,PHX,115,NOP,108,223,238.5,5.0,5.0,NOP,PHX,115,OVER,B,28.37,11.4,Rule1:UpsetClause,116.8,104.8,128.8,24.0,7,HIT,HIT,True
448,2025-12-26,NBA,TOR@WAS,TOR,117,WAS,138,255,223.0,8.0,8.0,WAS,TOR,117,UNDER,A,-127.48,4.7,Rule1:UpsetClause,107.5,94.9,120.1,25.2,5,HIT,HIT,True
449,2025-12-27,NBA,BKN@MIN,BKN,123,MIN,107,230,225.5,12.0,12.0,BKN,MIN,107,UNDER,A,-30.54,1.2,Rule1:UpsetClause,106.8,90.3,123.2,32.8,5,HIT,HIT,True
450,2025-12-27,NBA,CLE@HOU,CLE,100,HOU,117,217,228.5,2.0,2.0,HOU,CLE,100,OVER,C,49.11,22.8,Rule3:OverExecution,113.2,99.2,127.3,28.2,12,HIT,HIT,True
451,2025-12-27,NBA,DAL@SAC,DAL,107,SAC,113,220,236.5,1.0,1.0,SAC,DAL,107,UNDER,C,-41.03,27.2,Rule4:UnderExecution,117.8,104.7,130.8,26.1,12,HIT,HIT,True
452,2025-12-27,NBA,DEN@ORL,DEN,126,ORL,127,253,239.0,1.5,1.5,ORL,DEN,126,OVER,C,78.29,25.0,Rule3:OverExecution,118.8,105.2,132.3,27.1,12,HIT,HIT,True
453,2025-12-27,NBA,IND@MIA,IND,116,MIA,142,258,238.5,6.5,6.5,MIA,IND,116,UNDER,A,-81.97,7.4,Rule1:UpsetClause,116.0,104.8,127.2,22.3,5,HIT,HIT,True
454,2025-12-27,NBA,MIL@CHI,MIL,112,CHI,103,215,229.5,3.0,3.0,MIL,CHI,103,UNDER,C,-7.85,18.6,Rule4:UnderExecution,113.2,98.1,128.4,30.3,12,HIT,HIT,True
